GesID	Ebene
4781	Sun-exposed slope
4800	Sun-exposed slope
4800	Plain
4800	Shadow-exposed slope
4801	Plain
4801	Shadow-exposed slope
4803	Sun-exposed slope
4803	Plain
4803	Shadow-exposed slope
4880	Shadow-exposed slope
4880	Plain
4920	Shadow-exposed slope
4920	Sun-exposed slope
4920	Plain
4921	Plain
4922	Plain
4923	Plain
4924	Plain
4925	Plain
4926	Plain
4926	Shadow-exposed slope
4926	Sun-exposed slope
4927	Sun-exposed slope
4928	Plain
4929	Plain
4930	Sun-exposed slope
4930	Plain
4930	Shadow-exposed slope
4933	Shadow-exposed slope
4933	Plain
4934	Sun-exposed slope
4934	Plain
4935	Plain
4935	Sun-exposed slope
4936	Sun-exposed slope
4936	Plain
4937	Plain
4937	Sun-exposed slope
4938	Sun-exposed slope
4938	Plain
4939	Plain
4939	Shadow-exposed slope
4940	Shadow-exposed slope
4940	Plain
4941	Shadow-exposed slope
4941	Sun-exposed slope
4941	Plain
4942	Shadow-exposed slope
4942	Sun-exposed slope
4942	Plain
4943	Plain
4943	Shadow-exposed slope
4943	Sun-exposed slope
4944	Plain
4945	Plain
4945	Sun-exposed slope
4947	Sun-exposed slope
4947	Plain
4948	Sun-exposed slope
4948	Plain
4949	Sun-exposed slope
4949	Plain
4950	Plain
4951	Plain
4952	Plain
4953	Plain
4954	Plain
4955	Plain
4956	Plain
4957	Plain
4958	Shadow-exposed slope
4960	Sun-exposed slope
4960	Plain
4961	Shadow-exposed slope
4962	Plain
4963	Sun-exposed slope
4963	Plain
4963	Shadow-exposed slope
4964	Plain
4964	Shadow-exposed slope
4965	Sun-exposed slope
4965	Plain
4965	Shadow-exposed slope
4966	Sun-exposed slope
4966	Plain
4966	Shadow-exposed slope
4967	Shadow-exposed slope
4967	Sun-exposed slope
4967	Plain
4968	Plain
4968	Shadow-exposed slope
4969	Sun-exposed slope
4970	Plain
4970	Shadow-exposed slope
4970	Sun-exposed slope
4971	Sun-exposed slope
4971	Plain
4972	Plain
4972	Shadow-exposed slope
4973	Sun-exposed slope
4973	Plain
4974	Plain
4974	Shadow-exposed slope
4975	Plain
4975	Sun-exposed slope
4975	Shadow-exposed slope
4976	Plain
4976	Sun-exposed slope
4976	Shadow-exposed slope
4977	Sun-exposed slope
4977	Plain
4977	Shadow-exposed slope
4978	Sun-exposed slope
4978	Plain
4978	Shadow-exposed slope
4979	Plain
4979	Shadow-exposed slope
4980	Sun-exposed slope
4980	Plain
4981	Plain
4981	Sun-exposed slope
4982	Shadow-exposed slope
4983	Plain
4983	Sun-exposed slope
4984	Shadow-exposed slope
4984	Sun-exposed slope
4984	Plain
4985	Sun-exposed slope
4985	Plain
4986	Plain
4986	Sun-exposed slope
4986	Plain
4987	Plain
4987	Sun-exposed slope
4987	Plain
4988	Plain
4989	Shadow-exposed slope
4990	Sun-exposed slope
5000	Plain
5000	Sun-exposed slope
5001	Plain
5002	Plain
5004	Plain
5005	Plain
5005	Sun-exposed slope
5008	Plain
5008	Sun-exposed slope
5009	Plain
5009	Sun-exposed slope
5010	Plain
5010	Shadow-exposed slope
5011	Shadow-exposed slope
5011	Plain
5011	Sun-exposed slope
5012	Shadow-exposed slope
5012	Plain
5012	Sun-exposed slope
5013	Plain
5014	Plain
5014	Sun-exposed slope
5014	Shadow-exposed slope
5015	Plain
5015	Shadow-exposed slope
5015	Sun-exposed slope
5016	Plain
5016	Shadow-exposed slope
5016	Sun-exposed slope
5017	Shadow-exposed slope
5017	Plain
5017	Sun-exposed slope
5018	Plain
5018	Sun-exposed slope
5019	Plain
5019	Shadow-exposed slope
5020	Plain
5020	Sun-exposed slope
5020	Shadow-exposed slope
5021	Plain
5021	Shadow-exposed slope
5021	Sun-exposed slope
5022	Sun-exposed slope
5023	Shadow-exposed slope
5024	Plain
5025	Plain
5026	Plain
5026	Shadow-exposed slope
5027	Shadow-exposed slope
5027	Plain
5027	Sun-exposed slope
5028	Plain
5028	Shadow-exposed slope
5028	Sun-exposed slope
5029	Plain
5029	Shadow-exposed slope
5029	Sun-exposed slope
5030	Plain
5030	Shadow-exposed slope
5031	Plain
5031	Shadow-exposed slope
5031	Sun-exposed slope
5032	Plain
5032	Shadow-exposed slope
5032	Sun-exposed slope
5033	Plain
5033	Shadow-exposed slope
5033	Sun-exposed slope
5034	Plain
5034	Sun-exposed slope
5034	Shadow-exposed slope
5035	Shadow-exposed slope
5036	Plain
5036	Shadow-exposed slope
5037	Sun-exposed slope
5038	Plain
5038	Sun-exposed slope
5039	Sun-exposed slope
5039	Shadow-exposed slope
5040	Plain
5040	Sun-exposed slope
5041	Plain
5041	Sun-exposed slope
5042	Plain
5042	Shadow-exposed slope
5042	Sun-exposed slope
5043	Sun-exposed slope
5044	Sun-exposed slope
5045	Shadow-exposed slope
5045	Sun-exposed slope
5046	Sun-exposed slope
5047	Plain
5047	Shadow-exposed slope
5048	Shadow-exposed slope
5048	Plain
5048	Sun-exposed slope
5049	Shadow-exposed slope
5049	Plain
5049	Sun-exposed slope
5050	Plain
5050	Shadow-exposed slope
5050	Sun-exposed slope
5051	Plain
5051	Sun-exposed slope
5052	Plain
5052	Sun-exposed slope
5053	Plain
5053	Sun-exposed slope
5053	Shadow-exposed slope
5054	Plain
5054	Shadow-exposed slope
5054	Sun-exposed slope
5055	Plain
5055	Sun-exposed slope
5056	Plain
5057	Plain
5057	Sun-exposed slope
5058	Plain
5059	Sun-exposed slope
5060	Plain
5061	Plain
5064	Plain
5064	Sun-exposed slope
5068	Shadow-exposed slope
5069	Sun-exposed slope
5070	Sun-exposed slope
5071	Sun-exposed slope
5072	Shadow-exposed slope
5072	Plain
5073	Sun-exposed slope
5100	Shadow-exposed slope
5101	Plain
5101	Sun-exposed slope
5102	Shadow-exposed slope
5102	Sun-exposed slope
5103	Shadow-exposed slope
5105	Shadow-exposed slope
5105	Sun-exposed slope
5106	Sun-exposed slope
5107	Shadow-exposed slope
5108	Plain
5108	Sun-exposed slope
5108	Shadow-exposed slope
5109	Shadow-exposed slope
5109	Plain
5109	Sun-exposed slope
5110	Plain
5110	Sun-exposed slope
5110	Shadow-exposed slope
5111	Sun-exposed slope
5111	Shadow-exposed slope
5111	Plain
5112	Sun-exposed slope
5113	Shadow-exposed slope
5114	Plain
5115	Sun-exposed slope
5115	Plain
5116	Shadow-exposed slope
5116	Sun-exposed slope
5116	Plain
5117	Shadow-exposed slope
5118	Plain
5118	Sun-exposed slope
5119	Plain
5120	Shadow-exposed slope
5120	Plain
5120	Sun-exposed slope
5121	Shadow-exposed slope
5121	Plain
5122	Shadow-exposed slope
5123	Plain
5123	Shadow-exposed slope
5124	Plain
5124	Sun-exposed slope
5125	Shadow-exposed slope
5125	Plain
5126	Shadow-exposed slope
5126	Sun-exposed slope
5127	Shadow-exposed slope
5127	Sun-exposed slope
5128	Shadow-exposed slope
5129	Plain
5130	Sun-exposed slope
5131	Shadow-exposed slope
5132	Plain
5132	Shadow-exposed slope
5133	Shadow-exposed slope
5134	Shadow-exposed slope
5134	Plain
5135	Sun-exposed slope
5202	Plain
5203	Plain
5204	Shadow-exposed slope
5204	Plain
5204	Sun-exposed slope
5205	Plain
5205	Sun-exposed slope
5205	Shadow-exposed slope
5206	Sun-exposed slope
5206	Shadow-exposed slope
5206	Plain
5207	Plain
5207	Shadow-exposed slope
5207	Sun-exposed slope
5208	Plain
5209	Plain
5451	Plain
5451	Shadow-exposed slope
5451	Sun-exposed slope
5452	Plain
5452	Sun-exposed slope
5501	Sun-exposed slope
5501	Shadow-exposed slope
5501	Plain
5520	Plain
5520	Shadow-exposed slope
5520	Sun-exposed slope
5601	Sun-exposed slope
5602	Shadow-exposed slope
5602	Plain
5602	Sun-exposed slope
5740	Sun-exposed slope
5740	Shadow-exposed slope
5740	Plain
5741	Plain
5820	Shadow-exposed slope
5820	Sun-exposed slope
5820	Plain
5821	Sun-exposed slope
5821	Plain
5821	Shadow-exposed slope
5822	Plain
5822	Sun-exposed slope
5822	Shadow-exposed slope
5823	Plain
5823	Sun-exposed slope
5823	Shadow-exposed slope
5824	Shadow-exposed slope
5824	Plain
5824	Sun-exposed slope
5825	Plain
5826	Plain
5827	Plain
5828	Plain
5829	Plain
6001	Shadow-exposed slope
6002	Plain
6003	Plain
6004	Plain
6006	Plain
6007	Plain
6008	Plain
6009	Plain
6010	Plain
6010	Shadow-exposed slope
6011	Sun-exposed slope
6011	Plain
6015	Plain
6023	Plain
6027	Sun-exposed slope
6027	Plain
6028	Plain
6030	Plain
6032	Plain
6033	Plain
6034	Sun-exposed slope
6035	Sun-exposed slope
6036	Shadow-exposed slope
6036	Plain
6037	Sun-exposed slope
6038	Shadow-exposed slope
6038	Plain
6038	Sun-exposed slope
6039	Plain
6039	Shadow-exposed slope
6040	Plain
6040	Sun-exposed slope
6041	Sun-exposed slope
6041	Shadow-exposed slope
6041	Plain
6042	Shadow-exposed slope
6042	Sun-exposed slope
6043	Plain
6044	Shadow-exposed slope
6044	Sun-exposed slope
6044	Plain
6101	Shadow-exposed slope
6102	Plain
6102	Shadow-exposed slope
6103	Shadow-exposed slope
6103	Plain
6103	Sun-exposed slope
6104	Sun-exposed slope
6104	Shadow-exposed slope
6104	Plain
6105	Sun-exposed slope
6105	Plain
6105	Shadow-exposed slope
6106	Plain
6106	Shadow-exposed slope
6106	Sun-exposed slope
6107	Shadow-exposed slope
6107	Plain
6108	Plain
6108	Sun-exposed slope
6108	Shadow-exposed slope
6109	Plain
6109	Sun-exposed slope
6109	Shadow-exposed slope
6110	Shadow-exposed slope
6110	Sun-exposed slope
6110	Plain
6111	Sun-exposed slope
6111	Plain
6111	Shadow-exposed slope
6112	Shadow-exposed slope
6113	Plain
6114	Sun-exposed slope
6118	Plain
6201	Shadow-exposed slope
6201	Sun-exposed slope
6201	Plain
6202	Plain
6202	Shadow-exposed slope
6202	Sun-exposed slope
6301	Plain
6301	Sun-exposed slope
6302	Plain
6303	Shadow-exposed slope
6401	Plain
6501	Plain
6501	Shadow-exposed slope
6501	Sun-exposed slope
6502	Sun-exposed slope
6502	Plain
6502	Shadow-exposed slope
6503	Sun-exposed slope
6503	Plain
6503	Shadow-exposed slope
7001	Plain
7002	Plain
7003	Plain
7004	Plain
7005	Plain
7006	Plain
7007	Plain
7008	Plain
7009	Plain
7010	Plain
7011	Plain
7012	Plain
7013	Plain
7014	Plain
7015	Plain
7016	Plain
7017	Plain
7018	Plain
7019	Plain
7020	Plain
7021	Plain
7022	Plain
7023	Plain
7024	Plain
7025	Plain
7026	Plain
7027	Plain
7028	Plain
7029	Plain
7030	Plain
7031	Plain
7032	Plain
7033	Plain
7034	Plain
7035	Plain
7036	Sun-exposed slope
7037	Plain
7038	Plain
7039	Plain
7040	Plain
7041	Plain
7042	Plain
7043	Plain
