# Community_BERN5_ID	Plant_BERN5_ID	Plant_is_constant	Charakterart	Community_Name	Plant_Name	is dominant
2388	463	1	0	Populo nigrae-Fraxinetum (angustifoliae) oxycarpae (TCHOU 1946) DE FOUCAULT et JULVE 1991	Lonicera xylosteum	
2388	548	1	0	Populo nigrae-Fraxinetum (angustifoliae) oxycarpae (TCHOU 1946) DE FOUCAULT et JULVE 1991	Acer campestre	
2388	860	1	0	Populo nigrae-Fraxinetum (angustifoliae) oxycarpae (TCHOU 1946) DE FOUCAULT et JULVE 1991	Ligustrum vulgare	dominant
2388	1015	1	0	Populo nigrae-Fraxinetum (angustifoliae) oxycarpae (TCHOU 1946) DE FOUCAULT et JULVE 1991	Prunus mahaleb	
2388	1018	1	0	Populo nigrae-Fraxinetum (angustifoliae) oxycarpae (TCHOU 1946) DE FOUCAULT et JULVE 1991	Coronilla emerus	
2388	1044	1	1	Populo nigrae-Fraxinetum (angustifoliae) oxycarpae (TCHOU 1946) DE FOUCAULT et JULVE 1991	Populus nigra	
2388	1309	1	0	Populo nigrae-Fraxinetum (angustifoliae) oxycarpae (TCHOU 1946) DE FOUCAULT et JULVE 1991	Ruscus aculeatus	
2388	1381	1	0	Populo nigrae-Fraxinetum (angustifoliae) oxycarpae (TCHOU 1946) DE FOUCAULT et JULVE 1991	Salix elaeagnos	
2388	1407	1	0	Populo nigrae-Fraxinetum (angustifoliae) oxycarpae (TCHOU 1946) DE FOUCAULT et JULVE 1991	Daphne laureola	
2388	1940	1	0	Populo nigrae-Fraxinetum (angustifoliae) oxycarpae (TCHOU 1946) DE FOUCAULT et JULVE 1991	Rubus ulmifolius	subdominant
2388	3007	1	0	Populo nigrae-Fraxinetum (angustifoliae) oxycarpae (TCHOU 1946) DE FOUCAULT et JULVE 1991	Alnus glutinosa	
2388	3255	1	0	Populo nigrae-Fraxinetum (angustifoliae) oxycarpae (TCHOU 1946) DE FOUCAULT et JULVE 1991	Salix purpurea	
2388	3423	1	0	Populo nigrae-Fraxinetum (angustifoliae) oxycarpae (TCHOU 1946) DE FOUCAULT et JULVE 1991	Fraxinus oxycarpa	
2388	5038	1	0	Populo nigrae-Fraxinetum (angustifoliae) oxycarpae (TCHOU 1946) DE FOUCAULT et JULVE 1991	Buxus sempervirens	
2399	117	1	0	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Rhamnus frangula	dominant
2399	123	0	0	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Fagus sylvatica	subdominant
2399	126	1	1	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Quercus robur	dominant
2399	128	1	0	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Quercus petraea	dominant
2399	141	1	0	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Betula pendula	dominant
2399	158	1	0	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Lonicera periclymenum	
2399	165	1	1	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Pteridium aquilinum	dominant
2399	168	0	0	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Maianthemum bifolium	
2399	174	1	0	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Polytrichum formosum	dominant
2399	221	0	0	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Melampyrum pratense	
2399	223	1	0	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Holcus mollis	dominant
2399	430	0	0	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Populus tremula	
2399	442	0	0	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Luzula sylvatica	dominant
2399	444	0	0	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Trientalis europaea	
2399	1636	0	0	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Hieracium laevigatum	
2399	3163	1	1	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Molinia caerulea	dominant
2399	3312	1	0	Betulo pendulae-Quercetum petraeae molinietosum  OBERDORFER 1957	Vaccinium myrtillus	dominant
2400	117	1	0	Betulo pendulae-Quercetum roboris typicum TÜXEN 1930	Rhamnus frangula	dominant
2400	126	1	0	Betulo pendulae-Quercetum roboris typicum TÜXEN 1930	Quercus robur	dominant
2400	131	0	1	Betulo pendulae-Quercetum roboris typicum TÜXEN 1930	Hieracium glaucinum	
2400	138	1	0	Betulo pendulae-Quercetum roboris typicum TÜXEN 1930	Avenella flexuosa	dominant
2400	141	1	0	Betulo pendulae-Quercetum roboris typicum TÜXEN 1930	Betula pendula	dominant
2400	158	1	1	Betulo pendulae-Quercetum roboris typicum TÜXEN 1930	Lonicera periclymenum	dominant
2400	160	1	0	Betulo pendulae-Quercetum roboris typicum TÜXEN 1930	Sorbus aucuparia	dominant
2400	168	0	0	Betulo pendulae-Quercetum roboris typicum TÜXEN 1930	Maianthemum bifolium	
2400	176	1	1	Betulo pendulae-Quercetum roboris typicum TÜXEN 1930	Dicranum scoparium	dominant
2400	196	1	1	Betulo pendulae-Quercetum roboris typicum TÜXEN 1930	Polypodium vulgare	
2400	223	1	1	Betulo pendulae-Quercetum roboris typicum TÜXEN 1930	Holcus mollis	dominant
2400	430	1	0	Betulo pendulae-Quercetum roboris typicum TÜXEN 1930	Populus tremula	
2400	444	0	0	Betulo pendulae-Quercetum roboris typicum TÜXEN 1930	Trientalis europaea	subdominant
2400	916	0	0	Betulo pendulae-Quercetum roboris typicum TÜXEN 1930	Blechnum spicant	subdominant
2400	1636	0	1	Betulo pendulae-Quercetum roboris typicum TÜXEN 1930	Hieracium laevigatum	
2401	123	1	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Fagus sylvatica	subdominant
2401	126	1	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Quercus robur	dominant
2401	128	1	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Quercus petraea	dominant
2401	131	0	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Hieracium glaucinum	
2401	138	1	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Avenella flexuosa	dominant
2401	141	1	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Betula pendula	subdominant
2401	156	1	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Hypnum cupressiforme	subdominant
2401	158	0	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Lonicera periclymenum	
2401	165	0	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Pteridium aquilinum	
2401	174	1	1	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Polytrichum formosum	subdominant
2401	176	1	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Dicranum scoparium	subdominant
2401	221	1	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Melampyrum pratense	subdominant
2401	223	0	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Holcus mollis	
2401	511	0	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Luzula luzuloides	dominant
2401	563	1	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Hieracium sabaudum	subdominant
2401	816	0	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Teucrium scorodonia	
2401	916	1	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Blechnum spicant	subdominant
2401	1415	1	1	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Thelypteris limbosperma	subdominant
2401	2038	0	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Dicranum montanum	
2401	3035	1	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Calluna vulgaris	subdominant
2401	3198	1	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Pinus sylvestris sylvestris	subdominant
2401	3312	0	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Vaccinium myrtillus	
2401	3313	1	0	Betulo pendulae-Quercetum petraeae typicum (GAUME 1924) TÜXEN 1937	Leucobryum glaucum	
2402	100	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Paris quadrifolia	
2402	107	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Carex sylvatica	
2402	113	0	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Dryopteris filix-mas	
2402	115	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Oxalis acetosella	
2402	119	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Galium odoratum	dominant
2402	123	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Fagus sylvatica	dominant
2402	147	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Lonicera alpigena	dominant
2402	160	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Sorbus aucuparia	subdominant
2402	164	0	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Athyrium filix-femina	
2402	192	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Phyteuma spicatum	dominant
2402	216	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Mercurialis perennis	dominant
2402	245	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Acer pseudoplatanus	subdominant
2402	253	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Lonicera nigra	subdominant
2402	262	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Veronica urticifolia	dominant
2402	319	1	1	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Rosa pendulina	subdominant
2402	342	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Rubus glandulosus agg.	subdominant
2402	380	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Lamium galeobdolon montanum	dominant
2402	418	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Abies alba	dominant
2402	439	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Petasites albus	
2402	445	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Prenanthes purpurea	dominant
2402	451	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Fragaria vesca	
2402	512	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Mycelis muralis	
2402	522	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Polygonatum verticillatum	dominant
2402	527	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Viola reichenbachiana	subdominant
2402	528	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Hieracium sylvaticum	subdominant
2402	531	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Polystichum aculeatum	
2402	637	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Solidago virgaurea	subdominant
2402	727	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Daphne mezereum	dominant
2402	736	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Hordelymus europaeus	subdominant
2402	740	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Actea spicata	
2402	741	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Sanicula europaea	subdominant
2402	3331	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Picea abies	dominant
2402	3378	1	0	Aposerido-(Abieti-)Fagetum sylvatici OBERDORFER 1957	Carex digitata	
2403	123	1	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Fagus sylvatica	dominant
2403	169	0	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Convallaria majalis	
2403	418	1	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Abies alba	dominant
2403	463	1	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Lonicera xylosteum	subdominant
2403	514	1	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Vincetoxicum hirundinaria	dominant
2403	521	0	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Digitalis grandiflora	
2403	528	0	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Hieracium sylvaticum	
2403	545	0	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Galium sylvaticum	
2403	547	1	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Lathyrus vernus	dominant
2403	601	1	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Vicia sepium	subdominant
2403	637	1	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Solidago virgaurea	dominant
2403	668	0	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Chrysanthemum corymbosum	
2403	729	0	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Epipactis atrorubens	
2403	738	1	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Campanula trachelium	subdominant
2403	822	1	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Bupleurum falcatum	subdominant
2403	823	1	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Thesium bavarum	subdominant
2403	825	0	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Chrysanthemum adustum	
2403	826	1	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Anthericum ramosum	dominant
2403	852	0	1	Seslerio variae-Fagetum sylvatici KNAPP 1948	Laserpitium latifolium	
2403	891	0	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Sesleria albicans albicans	
2403	3052	0	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Carex flacca	
2403	3269	1	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Sesleria albicans varia	dominant
2403	3378	1	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Carex digitata	
2403	5036	1	0	Seslerio variae-Fagetum sylvatici KNAPP 1948	Taxus baccata	subdominant
2404	120	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Fraxinus excelsior	subdominant
2404	126	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Quercus robur	dominant
2404	128	0	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Quercus petraea	dominant
2404	130	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Melica nutans	
2404	193	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Hepatica nobilis	
2404	210	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Corylus avellana	subdominant
2404	211	1	1	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Cornus sanguinea	subdominant
2404	214	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Campanula persicifolia	
2404	217	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Brachypodium pinnatum	
2404	222	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Tilia cordata	subdominant
2404	451	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Fragaria vesca	
2404	463	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Lonicera xylosteum	
2404	514	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Vincetoxicum hirundinaria	
2404	519	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Cytisus nigricans	
2404	640	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Sorbus aria	dominant
2404	668	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Chrysanthemum corymbosum	dominant
2404	719	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Teucrium chamaedrys	
2404	746	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Viola hirta	
2404	761	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Primula veris canescens	
2404	767	0	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Origanum vulgare prismaticum	
2404	859	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Viburnum lantana	subdominant
2404	860	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Ligustrum vulgare	subdominant
2404	886	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Crataegus laevigata	subdominant
2404	889	1	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Viola mirabilis	
2404	3389	0	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Malampyrum polonicum	
2404	5021	0	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Mannia triandra	subdominant
2404	5061	0	0	Cytiso nigricantis-Quercetum roboris OBERDORFER 1957	Dicranum viride	
2405	119	1	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Galium odoratum	
2405	120	1	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Fraxinus excelsior	
2405	130	1	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Melica nutans	
2405	169	1	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Convallaria majalis	
2405	210	0	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Corylus avellana	dominant
2405	216	1	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Mercurialis perennis	dominant
2405	245	1	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Acer pseudoplatanus	dominant
2405	251	1	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Polygonatum multiflorum	
2405	338	1	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Heracleum sphondylium	
2405	445	0	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Prenanthes purpurea	dominant
2405	447	0	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Dryopteris carthusiana	
2405	463	1	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Lonicera xylosteum	
2405	547	1	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Lathyrus vernus	
2405	637	1	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Solidago virgaurea	
2405	640	1	1	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Sorbus aria	dominant
2405	852	1	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Laserpitium latifolium	
2405	893	1	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Valeriana wallrothii	
2405	935	1	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Adenostyles alpina	
2405	976	1	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Ranunculus aconitifolius aconitifolius	
2405	1060	1	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Dentaria heptaphyllos	
2405	3389	0	0	Sorbo ariae-Aceretum pseudoplatani MOOR 1952	Malampyrum polonicum	
2406	115	1	0	Ulmo glabrae-Aceretum pseudoplatani typicum TRAUTMANN 1952	Oxalis acetosella	dominant
2406	123	1	0	Ulmo glabrae-Aceretum pseudoplatani typicum TRAUTMANN 1952	Fagus sylvatica	dominant
2406	164	1	1	Ulmo glabrae-Aceretum pseudoplatani typicum TRAUTMANN 1952	Athyrium filix-femina	dominant
2406	198	0	0	Ulmo glabrae-Aceretum pseudoplatani typicum TRAUTMANN 1952	Circaea alpina	
2406	208	1	1	Ulmo glabrae-Aceretum pseudoplatani typicum TRAUTMANN 1952	Ulmus glabra	dominant
2406	213	0	0	Ulmo glabrae-Aceretum pseudoplatani typicum TRAUTMANN 1952	Stachys sylvatica	
2406	245	1	1	Ulmo glabrae-Aceretum pseudoplatani typicum TRAUTMANN 1952	Acer pseudoplatanus	dominant
2406	418	0	0	Ulmo glabrae-Aceretum pseudoplatani typicum TRAUTMANN 1952	Abies alba	
2406	429	1	1	Ulmo glabrae-Aceretum pseudoplatani typicum TRAUTMANN 1952	Stellaria nemorum	dominant
2406	529	1	1	Ulmo glabrae-Aceretum pseudoplatani typicum TRAUTMANN 1952	Lunaria rediviva	
2406	531	0	0	Ulmo glabrae-Aceretum pseudoplatani typicum TRAUTMANN 1952	Polystichum aculeatum	
2406	975	0	0	Ulmo glabrae-Aceretum pseudoplatani typicum TRAUTMANN 1952	Aconitum lycoctonum	
2406	3126	0	1	Ulmo glabrae-Aceretum pseudoplatani typicum TRAUTMANN 1952	Impatiens noli-tangere	
2406	3154	0	1	Ulmo glabrae-Aceretum pseudoplatani typicum TRAUTMANN 1952	Lysimachia nemorum	
2406	5040	0	0	Ulmo glabrae-Aceretum pseudoplatani typicum TRAUTMANN 1952	Leucojum vernum	subdominant
