# ART_BERN5_ID	Plant_Name	pH_min	BS_min	CN_min	WI_min	CI_min	VP_min	CWB_min	pH_optmin	BS_optmin	CN_optmin	WI_optmin	CI_optmin	VP_optmin	CWB_optmin	pH_optmax	BS_optmax	CN_optmax	WI_optmax	CI_optmax	VP_optmax	CWB_optmax	pH_max	BS_max	CN_max	WI_max	CI_max	VP_max	CWB_max
3404	Euphorbia caesia	5.2	30	13	8	8	170	-36	5.4	43	15	9	9	177	-29	6.2	82	21	15	13	198	-10	6.5	95	24	17	15	205	-4
3405	Rosa majalis	5.2	30	13	8	8	170	-46	5.7	44	15	9	7	177	-37	7.4	86	21	15	13	198	-12	8	100	24	17	15	205	-4
3406	Veronica spuria	5.2	30	13	8	8	170	-46	5.7	44	15	9	7	177	-37	7.4	86	21	15	13	198	-12	8	100	24	17	15	205	-4
3407	Trifolium medium	5	28	8	4	4	65	-46	5.6	42	12	7	13	104	-12	7.4	85	26	19	34	221	88	8	100	31	23	41	260	122
3408	Artemisia armeniaca	5.2	30	13	8	8	170	-46	5.4	43	15	9	7	177	-37	6.2	82	21	15	13	198	-12	6.5	95	24	17	15	205	-4
3409	Lilium croceum	5.2	30	15	8	8	175	-17	5.7	44	16	10	13	186	-11	7.4	86	20	16	16	219	6	8	100	22	18	18	230	12
3411	Helleborus bocconei	5.2	30	15	8	8	175	-17	5.5	44	16	10	13	192	-11	6.6	86	20	16	16	243	6	7	100	22	18	18	260	12
3412	Viola alba dehnhardtii	4.6	24	15	8	8	190	-46	5.1	39	16	12	10	208	-23	6.9	84	20	24	25	262	46	7.5	100	22	28	30	280	69
3413	Lonicera etrusca	5	28	15	8	8	190	-31	5.4	42	16	10	13	206	-11	6.6	85	20	16	25	254	49	7	100	22	18	30	270	69
3414	Erica scoparia	5.2	30	15	8	8	185	-17	5.5	44	16	10	14	200	-6	6.6	86	20	16	20	245	25	7	100	22	18	23	260	36
3415	Lathyrus sylvestris	4.8	26	15	8	8	185	-17	5.4	40	16	10	13	192	-11	7.3	85	20	16	16	213	6	8	100	22	18	18	220	12
3416	Campanula medium	4.8	26	15	8	8	185	-17	5.2	40	16	10	13	192	-11	6.5	85	20	16	16	213	6	7	100	22	18	18	220	12
3417	Leucanthemum heterophyllum	4.8	26	15	8	8	185	-17	5.3	40	16	10	13	192	-11	6.9	85	20	16	16	213	6	7.5	100	22	18	18	220	12
3418	Rosa sempervirens	4.6	24	15	8	8	190	-31	5	39	16	10	14	220	-5	6.5	84	20	16	30	310	72	7	100	22	18	36	340	98
3419	Oenanthe pimpinelloides	4.2	19	15	8	8	190	-41	4.7	35	16	10	11	212	-19	6.4	83	20	16	25	278	47	7	100	22	18	30	300	69
3420	Teucrium siculum	4.6	24	15	8	8	190	-31	5	39	16	10	12	206	-15	6.5	84	20	16	21	254	29	7	100	22	18	25	270	45
3421	Cyclamen hederifolium	4.6	24	15	5	5	190	-41	5	39	17	8	10	216	-23	6.5	84	23	17	21	294	27	7	100	26	21	25	320	45
3422	Allium pendulinum	4.6	24	15	8	8	190	-17	5.1	39	16	10	14	204	-4	6.9	84	20	16	22	246	32	7.5	100	22	18	25	260	45
3423	Fraxinus oxycarpa	4.6	24	15	8	8	180	-46	5	39	16	14	10	196	-23	6.5	84	20	35	25	244	46	7	100	22	42	30	260	69
3424	Physospermum verticillatum	4.6	24	15	8	8	190	-17	5	39	16	10	14	202	-4	6.5	84	20	16	22	238	32	7	100	22	18	25	250	45
3425	Lathyrus jordanii	4.6	24	15	8	8	190	-17	5	39	16	10	14	202	-4	6.5	84	20	16	22	238	32	7	100	22	18	25	250	45
3426	Rhaponticoides centaurium	4.6	24	15	8	8	190	-17	5	39	16	10	14	202	-4	6.5	84	20	16	22	238	32	7	100	22	18	25	250	45
3427	Echinops sphaerocephalus	4.6	24	15	8	8	190	-17	5.2	39	16	10	14	202	-4	7.3	84	20	16	22	238	32	8	100	22	18	25	250	45
3428	Stachys heraclea	4.6	24	15	8	8	190	-17	5.1	39	16	10	14	202	-4	6.9	84	20	16	22	238	32	7.5	100	22	18	25	250	45
3429	Genista carinalis	3.8	13	22	3	3	185	-46	4	19	23	6	9	196	-29	4.9	39	29	17	19	229	19	5.2	46	31	21	23	240	36
3430	Hieracium bracteolatum	4.2	19	8	3	3	185	-46	4.7	35	12	6	9	196	-29	6.4	83	26	17	19	229	19	7	100	31	21	23	240	36
3431	Platanthera chlorantha	4.2	19	8	3	3	185	-46	4.8	35	12	6	9	200	-29	6.8	83	26	17	19	245	19	7.5	100	31	21	23	260	36
3432	Trifolium pignantii	4.2	19	8	3	3	185	-46	4.7	35	12	6	9	200	-29	6.4	83	26	17	19	245	19	7	100	31	21	23	260	36
3433	Campanula spatulata	4.2	19	8	3	3	185	-46	4.8	35	12	6	10	208	-23	6.8	83	26	17	25	277	46	7.5	100	31	21	30	300	69
3434	Silene atropurpurea	4.2	19	8	3	3	185	-46	4.6	32	12	6	9	200	-29	5.8	71	26	17	19	245	19	6.2	85	31	21	23	260	36
3435	Sedum amplexicaule	4.2	19	12	5	5	185	-27	4.6	32	15	8	12	200	-14	5.8	71	25	17	20	245	23	6.2	85	29	21	23	260	36
3436	Aristolochia elongata	4.2	19	12	5	5	185	-27	4.6	32	15	8	12	200	-14	5.8	71	25	17	20	245	23	6.2	85	29	21	23	260	36
3437	Dichoropetalum vittijugum	4.2	19	12	5	5	185	-27	4.6	32	15	8	12	200	-14	5.8	71	25	17	20	245	23	6.2	85	29	21	23	260	36
3438	Achillea ligustica	4.2	19	12	5	5	185	-27	4.6	32	15	8	12	200	-14	5.8	71	25	17	20	245	23	6.2	85	29	21	23	260	36
3439	Euphorbia oblongata	4.2	19	12	5	5	185	-27	4.6	32	15	8	12	200	-14	5.8	71	25	17	20	245	23	6.2	85	29	21	23	260	36
3440	Elymus panormitanus	4.2	19	12	5	5	185	-27	4.6	32	15	8	12	200	-14	5.8	71	25	17	20	245	23	6.2	85	29	21	23	260	36
3441	Trifolium physodes 	4.2	19	12	5	5	185	-27	4.6	32	15	8	12	200	-14	5.8	71	25	17	20	245	23	6.2	85	29	21	23	260	36
3442	Poa bulbosa	4.2	19	12	5	5	185	-36	4.8	35	15	8	11	216	-21	6.8	83	25	17	20	309	21	7.5	100	29	21	23	340	36
3443	Poa timoleontis	4.2	19	12	5	5	185	-27	4.6	32	15	8	12	200	-14	5.8	71	25	17	20	245	23	6.2	85	29	21	23	260	36
3444	Trifolium ochroleucon	4.2	19	12	5	5	185	-41	4.8	35	15	8	10	200	-25	6.8	83	25	17	19	245	20	7.5	100	29	21	23	260	36
3445	Scorzoneroides cichoriacea	4.2	19	12	5	5	185	-41	4.6	32	15	8	11	200	-19	5.8	71	25	17	25	245	47	6.2	85	29	21	30	260	69
3446	Cytisus villosus	4.2	19	12	5	5	185	-27	4.6	32	15	8	12	202	-14	5.8	71	25	17	20	253	23	6.2	85	29	21	23	270	36
3447	Cyclamen creticum	4.2	19	12	5	5	185	-27	4.6	32	15	8	12	208	-14	5.8	71	25	17	20	277	23	6.2	85	29	21	23	300	36
3448	Arisarum vulgare	4.2	19	12	5	5	185	-27	4.8	35	15	8	15	216	-2	6.8	83	25	17	30	309	73	7.5	100	29	21	36	340	98
3449	Verbascum glabratum	4.2	19	12	5	5	185	-46	4.6	32	15	8	9	200	-29	5.8	71	25	17	19	245	19	6.2	85	29	21	23	260	36
3450	Verbascum aphentulium	4.2	19	10	5	5	185	-46	4.7	35	13	8	9	200	-29	6.4	83	25	17	19	245	19	7	100	29	21	23	260	36
3452	Selinum silaifolium	4.2	19	10	5	5	185	-46	4.8	35	13	8	9	200	-29	6.8	83	25	17	19	245	19	7.5	100	29	21	23	260	36
3453	Geranium asphodeloides	4.2	19	10	5	5	200	-46	4.7	35	13	8	9	220	-29	6.4	83	25	17	19	280	19	7	100	29	21	23	300	36
3454	Carex distachya	4.2	19	10	5	5	190	-46	4.7	35	13	8	10	220	-23	6.4	83	25	17	25	310	46	7	100	29	21	30	340	69
3455	Festuca circummediterranea	4.2	19	10	5	5	200	-46	4.7	35	13	8	9	220	-29	6.4	83	25	17	19	280	19	7	100	29	21	23	300	36
3456	Loranthus europaeus	4.2	19	12	5	5	200	-46	4.6	32	15	8	10	220	-23	5.8	71	27	17	25	280	46	6.2	85	31	21	30	300	69
3457	Achnatherum bromoides	4.2	19	12	5	5	200	-46	4.9	35	15	8	10	224	-23	7.2	83	27	17	25	296	46	8	100	31	21	30	320	69
3459	Phlomis samia	4.2	19	12	5	5	200	-46	4.6	32	15	8	10	220	-23	5.8	71	27	17	25	280	46	6.2	85	31	21	30	300	69
3460	Quercus faginea 	5.2	30	12	4	4	160	-31	5.7	44	14	9	13	182	-11	7.4	86	23	26	25	248	49	8	100	26	32	30	270	69
3461	Lathyrus filiformis	5.2	30	12	12	12	180	-17	5.7	44	14	16	15	196	0	7.4	86	23	28	26	244	51	8	100	26	32	30	260	69
3462	Geum sylvaticum	5.2	30	12	12	12	180	-31	5.7	44	14	16	13	196	-11	7.4	86	23	28	25	244	49	8	100	26	32	30	260	69
3463	Spiraea hypericifolia obovata	5.2	30	12	12	12	180	-17	5.6	44	14	16	15	196	0	7	86	23	28	26	244	51	7.5	100	26	32	30	260	69
3464	Rosa squarrosa	5.2	30	12	12	12	180	-17	5.7	44	14	16	15	196	0	7.4	86	23	28	26	244	51	8	100	26	32	30	260	69
3465	Erica vagans	5.2	30	12	12	12	160	-27	5.5	44	14	16	14	180	-7	6.6	86	23	28	26	240	49	7	100	26	32	30	260	69
3466	Genista occidentalis	5.2	30	12	12	12	125	-27	5.6	44	14	16	14	152	-7	7	86	23	28	26	233	49	7.5	100	26	32	30	260	69
3467	Pulmonaria longifolia	4.8	25	14	17	17	160	-46	5.2	40	17	22	8	172	-34	6.5	85	26	37	15	208	0	7	100	29	42	18	220	12
3468	Helleborus occidentalis	3.2	5	11	7	7	110	-22	4.1	24	15	17	14	132	-3	7	81	27	49	26	198	50	8	100	32	60	30	220	69
3469	Scrophularia alpestris	3.2	5	11	7	7	110	-22	4	24	15	17	14	132	-3	6.6	81	27	49	26	198	50	7.5	100	32	60	30	220	69
3470	Quercus pyrenaica	4.2	18	14	4	4	160	-46	4.7	34	17	11	10	183	-23	6.2	83	26	34	25	252	46	6.8	100	29	42	30	275	69
3472	Hypericum pulchrum	3.8	13	14	17	17	160	1	4.2	27	17	22	18	172	14	5.7	70	26	37	27	208	55	6.2	85	29	42	30	220	69
3473	Potentilla montana	4	16	14	17	17	160	-46	4.4	29	17	22	9	176	-29	5.7	71	26	37	19	224	19	6.2	85	29	42	23	240	36
3474	Potentilla sterilis	4	16	14	4	4	150	-46	4.5	32	17	11	8	164	-34	6.2	83	26	34	15	206	0	6.8	100	29	42	18	220	12
3475	Galium spurium	4.2	19	14	17	17	160	-46	4.9	35	17	22	8	172	-34	7.2	83	26	37	15	208	0	8	100	29	42	18	220	12
3476	Rubus vigoi	4	16	14	17	17	160	-36	4.4	29	17	22	10	172	-26	5.7	71	26	37	16	208	2	6.2	85	29	42	18	220	12
3477	Rosa rubiginosa	5.2	30	12	4	4	160	-46	5.7	44	14	11	8	172	-34	7.4	86	21	34	15	208	0	8	100	24	42	18	220	12
3478	Quercus rotundifolia	4.8	26	12	4	4	160	-46	5.4	40	14	6	9	196	-29	7.3	85	21	14	19	304	19	8	100	24	17	23	340	36
3480	Genista scorpius	5.2	30	12	4	4	160	-46	5.7	44	14	6	8	180	-35	7.4	86	21	14	14	240	-3	8	100	24	17	17	260	7
3481	Aphyllanthes monspeliensis	5.8	37	12	4	4	160	-46	6.2	49	14	6	9	180	-29	7.5	87	21	14	19	240	19	8	100	24	17	23	260	36
3482	Juniperus phoenicea	4	16	12	4	4	160	-46	4.8	32	14	6	10	194	-23	7.2	83	21	14	25	296	46	8	100	24	17	30	330	69
3483	Coronilla glauca	5.8	37	12	4	4	160	-46	6.2	49	14	6	7	180	-38	7.5	87	21	14	12	240	-15	8	100	24	17	14	260	-8
3484	Lavandula latifolia	5.8	37	12	4	4	160	-46	6.2	49	14	6	7	180	-38	7.5	87	21	14	12	240	-15	8	100	24	17	14	260	-8
3485	Galium fruticescens	5.8	37	12	4	4	160	-46	6.2	49	14	6	7	180	-38	7.5	87	21	14	12	240	-15	8	100	24	17	14	260	-8
3486	Sedum sediforme	5.8	37	12	4	4	160	-46	6.2	49	14	6	7	180	-38	7.5	87	21	14	12	240	-15	8	100	24	17	14	260	-8
3487	Chaenorhinum origanifolium	5.8	37	12	4	4	160	-46	6.2	49	14	6	7	180	-38	7.5	87	21	14	12	240	-15	8	100	24	17	14	260	-8
3488	Campanula lactiflora	5.8	37	12	4	4	160	-46	6.2	49	14	6	7	180	-38	7.5	87	21	14	12	240	-15	8	100	24	17	14	260	-8
3489	Bryonia dioica	5.2	30	12	12	12	175	-12	5.6	44	14	18	15	192	-2	7	86	21	36	21	243	26	7.5	100	24	42	23	260	36
3490	Phillyrea angustifolia	4.8	26	10	8	8	195	-31	5.5	40	12	10	14	224	-5	7.7	85	21	16	30	311	72	8.5	100	24	18	36	340	98
3492	Calicotome spinosa	4.8	26	17	8	8	210	-7	5.2	40	18	10	17	234	8	6.5	85	24	16	26	306	53	7	100	26	18	30	330	69
3493	Phillyrea media	4.8	26	17	8	8	210	1	5	31	18	10	18	218	14	5.7	49	24	16	27	242	55	6	55	26	18	30	250	69
3495	Rhamnus lycioides	5	28	12	8	8	200	-46	5.4	42	14	12	9	228	-31	6.6	85	23	27	18	312	11	7	100	26	32	21	340	26
3496	Rosmarinus officinalis	5.5	34	12	6	6	200	-31	6	47	14	9	11	228	-19	7.5	86	23	20	18	312	14	8	100	26	24	21	340	26
3497	Brachypodium retusum	5	28	12	6	6	190	-46	5.6	42	14	11	9	220	-29	7.4	85	23	29	19	310	19	8	100	26	35	23	340	36
3498	Erica multiflora	4.8	25	12	8	8	230	-17	5.2	40	14	12	13	252	-8	6.5	85	23	27	19	318	17	7	100	26	32	21	340	26
3499	Linum suffruticosum	5.5	34	12	6	6	220	-31	6	47	14	9	10	229	-22	7.5	86	23	20	16	256	3	8	100	26	24	18	265	12
3500	Helianthemum marifolium	5.5	34	12	6	6	230	-17	6	47	14	9	13	252	-8	7.5	86	23	20	19	318	17	8	100	26	24	21	340	26
3501	Ulex parviflorus	5.8	36	12	6	6	230	-22	6.2	48	14	9	13	252	-12	7.5	87	23	20	19	318	16	8	100	26	24	21	340	26
3502	Centaurea linifolia	5.5	34	12	6	6	220	-27	6	47	14	9	11	229	-21	7.5	86	23	20	14	256	-3	8	100	26	24	16	265	2
3503	Stipa orientalis	5.8	36	12	6	6	220	-27	6.2	48	14	9	11	229	-21	7.5	87	23	20	14	256	-3	8	100	26	24	16	265	2
3504	Abies pinsapo	5.8	37	8	12	12	230	-3	6.2	49	10	16	18	244	11	7.5	87	19	28	27	286	54	8	100	22	32	30	300	69
3505	Paeonia broteroi	5.8	37	8	4	4	230	-3	6.2	49	10	9	18	252	11	7.5	87	19	26	27	318	54	8	100	22	32	30	340	69
3506	Hyacinthoides hispanica	5.8	37	8	4	4	230	-3	6.2	49	10	9	18	244	11	7.5	87	19	26	27	286	54	8	100	22	32	30	300	69
3507	Doronicum plantagineum	5.8	37	8	4	4	240	-3	6.2	49	10	9	18	252	11	7.5	87	19	26	27	288	54	8	100	22	32	30	300	69
3508	Rosa micrantha	5.8	37	8	4	4	230	-3	6.2	49	10	9	18	244	11	7.5	87	19	26	27	286	54	8	100	22	32	30	300	69
3509	Asphodelus cerasifer	5.8	37	8	4	4	230	-3	6.2	49	10	9	18	244	11	7.5	87	19	26	27	286	54	8	100	22	32	30	300	69
3510	Macrochloa tenacissima	6.2	45	10	4	4	200	-46	6.5	56	12	6	7	225	-39	7.6	89	21	13	11	300	-19	8	100	24	16	13	325	-13
3511	Asparagus horridus	5	27	10	4	4	200	-36	5.5	41	12	6	11	225	-21	7	85	21	13	20	300	21	7.5	100	24	16	23	325	36
3512	Ulex argenteus	4.2	18	17	6	6	260	1	4.5	23	19	8	17	276	8	5.6	39	25	14	21	324	29	6	45	28	16	23	340	36
3513	Scilla monophyllos	4.2	18	17	6	6	260	1	4.5	23	19	8	17	276	8	5.6	39	25	14	21	324	29	6	45	28	16	23	340	36
3514	Phlomis purpurea	4.2	18	17	6	6	260	1	4.7	34	19	8	17	276	8	6.4	83	25	14	21	324	29	7	100	28	16	23	340	36
3515	Sedum forsterianum	4.2	18	17	6	6	260	1	4.5	23	19	8	17	276	8	5.6	39	25	14	21	324	29	6	45	28	16	23	340	36
3516	Lavandula viridis	4.2	18	17	6	6	260	1	4.5	23	19	8	17	276	8	5.6	39	25	14	21	324	29	6	45	28	16	23	340	36
3517	Dactylis hispanica	4.2	18	10	6	6	165	-36	4.7	34	13	13	11	200	-21	6.4	83	24	34	20	305	21	7	100	28	42	23	340	36
3518	Picris spinifera	4.2	18	17	6	6	260	1	4.5	23	19	8	17	276	8	5.6	39	25	14	21	324	29	6	45	28	16	23	340	36
3519	Thapsia villosa	4.2	18	17	6	6	260	1	4.5	23	19	8	17	276	8	5.6	39	25	14	21	324	29	6	45	28	16	23	340	36
3520	Rumex induratus	4.2	18	17	6	6	260	1	4.5	23	19	8	17	276	8	5.6	39	25	14	21	324	29	6	45	28	16	23	340	36
3522	Cistus monspeliensis	4.2	18	17	6	6	240	-22	4.7	34	19	8	13	260	-10	6.4	83	25	15	20	320	24	7	100	28	18	23	340	36
3524	Agrostis castellana	4.2	18	17	6	6	180	-22	4.5	23	19	8	13	206	-10	5.6	39	25	14	20	284	24	6	45	28	16	23	310	36
3525	Tuberaria guttata	4.2	18	17	6	6	185	-36	4.8	34	19	8	11	210	-21	6.8	83	25	14	20	285	21	7.5	100	28	16	23	310	36
3526	Cistus crispus	4.2	18	17	6	6	240	-22	4.5	23	19	8	13	254	-9	5.6	39	25	14	21	296	28	6	45	28	16	24	310	41
3527	Vulpia bromoides	4.2	18	17	6	6	240	-22	4.5	23	19	8	13	254	-10	5.6	39	25	14	20	296	24	6	45	28	16	23	310	36
3528	Trifolium angustifolium	4.2	18	17	6	6	240	-22	4.5	23	19	8	13	254	-10	5.6	39	25	14	20	296	24	6	45	28	16	23	310	36
3529	Eryngium tenue	4.2	18	17	6	6	240	-22	4.5	23	19	8	13	254	-10	5.6	39	25	14	20	296	24	6	45	28	16	23	310	36
3530	Gastridium ventricosum	4.2	18	17	6	6	240	-22	4.5	23	19	8	13	254	-10	5.6	39	25	14	20	296	24	6	45	28	16	23	310	36
3531	Tolpis barbata	4.2	18	17	6	6	240	-22	4.5	23	19	8	13	254	-10	5.6	39	25	14	20	296	24	6	45	28	16	23	310	36
3532	Cynosurus echinatus	4.2	18	17	6	6	240	-22	4.5	23	19	8	13	254	-10	5.6	39	25	14	20	296	24	6	45	28	16	23	310	36
3533	Brachypodium distachyon	4.2	18	17	6	6	185	-22	4.8	34	19	8	13	216	-10	6.8	83	25	15	20	309	24	7.5	100	28	18	23	340	36
3534	Trifolium glomeratum	4.2	18	17	6	6	240	-22	4.5	23	19	8	13	254	-10	5.6	39	25	14	20	296	24	6	45	28	16	23	310	36
3535	Bellis annua	4.2	18	17	6	6	240	-22	4.5	23	19	8	13	254	-10	5.6	39	25	14	20	296	24	6	45	28	16	23	310	36
3536	Chamaerops humilis	4.2	18	14	6	6	240	-22	4.7	34	16	8	13	262	-10	6.4	83	25	14	20	328	24	7	100	28	16	23	350	36
3537	Lavandula sampaioana	4.2	18	17	6	6	165	-36	4.7	34	19	8	11	200	-21	6.4	83	25	14	20	305	21	7	100	28	16	23	340	36
3538	Avenella stricta	4.2	18	17	6	6	260	1	4.5	23	19	8	17	276	8	5.6	39	25	14	21	324	29	6	45	28	16	23	340	36
3539	Cynara algarbiensis	4.2	18	17	6	6	260	1	4.5	23	19	8	17	276	8	5.6	39	25	14	21	324	29	6	45	28	16	23	340	36
3540	Aristolochia baetica	5.8	37	8	6	6	240	-3	6.2	49	10	8	18	260	11	7.5	87	19	14	27	320	54	8	100	22	16	30	340	69
3542	Thymbra capitata	5.8	37	8	6	6	240	-17	6.2	49	11	8	15	260	0	7.5	87	20	15	26	320	51	8	100	24	18	30	340	69
3543	Ptilostemon hispanicus	5.8	37	8	6	6	240	-3	6.2	49	10	8	18	252	11	7.5	87	19	14	27	288	54	8	100	22	16	30	300	69
3544	Jasminum fruticans	6	40	8	6	6	190	-31	6.4	52	10	8	10	214	-23	7.6	88	19	15	15	286	0	8	100	22	18	17	310	7
3545	Rhamnus lycioides laderoi	6	40	8	6	6	240	-31	6.4	52	10	8	10	254	-23	7.6	88	19	14	15	296	0	8	100	22	16	17	310	7
3546	Hieracium murorum	3.3	6	14	4	4	55	-46	4	24	17	11	11	88	-18	6.2	81	27	34	29	187	65	7	100	31	42	35	220	93
3549	Arenaria montana	3.3	6	14	4	4	125	-31	3.8	15	17	11	13	164	-11	5.6	45	26	34	25	281	49	6.2	55	29	42	30	320	69
3550	Conopodium subcarneum	3.8	13	14	4	4	150	-46	4.4	30	17	11	8	169	-34	6.2	82	26	34	15	226	0	6.8	100	29	42	18	245	12
3551	Cistus laurifolius	3.8	13	14	4	4	150	-46	4.4	30	17	11	8	169	-34	6.2	82	26	34	15	226	0	6.8	100	29	42	18	245	12
3552	Genista falcata	4.2	18	14	4	4	150	-46	4.7	34	17	11	8	169	-34	6.2	83	26	34	15	226	0	6.8	100	29	42	18	245	12
3553	Carex lamprocarpa	4.2	18	14	4	4	150	-46	4.9	34	17	11	8	169	-34	7.2	83	26	34	15	226	0	8	100	29	42	18	245	12
3554	Festuca merinoi	4.2	18	14	4	4	150	-46	4.7	34	17	11	8	163	-34	6.2	83	26	34	15	202	0	6.8	100	29	42	18	215	12
3556	Aristolochia paucinervis	4.2	18	14	4	4	175	-46	4.8	34	17	11	10	195	-23	6.8	83	26	34	25	255	46	7.5	100	29	42	30	275	69
3557	Physospermum cornubiense	4.2	18	14	4	4	160	-46	4.7	34	17	11	8	174	-34	6.2	83	26	34	15	216	0	6.8	100	29	42	18	230	12
3558	Luzula lactea	3.3	6	14	4	4	150	-46	3.8	15	17	11	8	169	-34	5.6	45	26	34	15	226	0	6.2	55	29	42	18	245	12
3559	Helictochloa marginata	3.3	6	14	4	4	125	-46	3.8	15	17	8	8	149	-34	5.6	45	26	22	15	221	0	6.2	55	29	27	18	245	12
3560	Daphne gnidium	4.2	18	14	4	4	175	-46	4.7	34	17	11	12	208	-17	6.4	83	26	34	30	307	69	7	100	29	42	36	340	98
3561	Origanum virens	4.2	18	14	4	4	175	-46	4.7	34	17	11	10	195	-23	6.2	83	26	34	25	255	46	6.8	100	29	42	30	275	69
3562	Lavandula angustifolia	5.2	30	12	4	4	120	-31	5.6	44	16	6	13	148	-11	6.8	86	28	15	25	232	49	7.3	100	32	18	30	260	69
3563	Juniperus hemisphaerica	5.2	30	12	4	4	120	-36	5.7	44	16	7	11	148	-21	7.4	86	28	16	20	232	21	8	100	32	20	23	260	36
3564	Rosa spinosissima	4.9	27	12	4	4	120	-46	5.3	41	16	7	9	148	-29	6.8	85	28	19	19	232	19	7.3	100	32	23	23	260	36
3566	Ononis natrix	5.2	29	12	4	4	120	-31	5.6	43	16	6	11	148	-17	7	85	28	15	20	232	22	7.5	100	32	18	23	260	36
3567	Carex microcarpa	3.1	4	8	12	12	110	-46	3.9	23	13	21	13	140	-12	6.6	80	28	50	34	230	88	7.5	100	33	60	41	260	122
3568	Hypericum hircinum	4.1	17	18	26	26	220	-31	4.4	22	25	29	13	236	-11	5.6	39	47	41	25	284	49	6	45	55	45	30	300	69
3569	Oenanthe crocata	4.1	17	12	26	26	195	-41	4.4	22	20	29	11	216	-19	5.6	39	46	41	25	279	47	6	45	55	45	30	300	69
3570	Salix atrocinerea	4.1	17	18	26	26	145	-41	4.4	22	25	31	11	176	-19	5.6	39	47	49	25	269	47	6	45	55	55	30	300	69
3571	Cyperus longus	4.1	17	18	26	26	175	-31	4.5	23	25	29	13	200	-11	5.7	42	47	41	25	275	49	6.2	49	55	45	30	300	69
3572	Salix arrigonii	4.1	17	18	26	26	220	-3	4.4	22	25	29	18	236	11	5.6	39	47	41	27	284	54	6	45	55	45	30	300	69
3573	Euphorbia meuselii	4.1	17	18	9	9	195	-31	4.4	22	25	16	13	216	-11	5.6	39	47	37	25	279	49	6	45	55	45	30	300	69
3574	Euphorbia semiperfoliata	4.1	17	18	26	26	220	-41	4.4	22	25	29	11	236	-19	5.6	39	47	41	25	284	47	6	45	55	45	30	300	69
3575	Bellium bellidioides	3.8	13	18	26	26	220	-41	4.2	19	25	29	11	236	-19	5.5	38	47	41	25	284	47	6	45	55	45	30	300	69
3576	Allium subhirsutum	4.9	27	18	9	9	220	-41	5.4	41	25	16	11	240	-19	6.9	85	47	37	25	300	47	7.5	100	55	45	30	320	69
3577	Allium triquetrum	4.9	27	18	26	26	220	-41	5.1	33	25	29	11	236	-19	5.9	53	47	41	25	284	47	6.2	60	55	45	30	300	69
3578	Cynosurus effusus	4.1	17	18	26	26	220	-41	4.4	22	25	29	11	236	-19	5.6	39	47	41	25	284	47	6	45	55	45	30	300	69
3579	Adiantum capillus-veneris	4.9	27	18	26	26	175	-41	5.4	41	25	30	11	210	-19	6.9	85	47	42	25	315	47	7.5	100	55	46	30	350	69
3580	Helleborus argutifolius	4.1	17	18	26	26	220	-41	4.4	22	25	29	11	236	-19	5.6	39	47	41	25	284	47	6	45	55	45	30	300	69
3582	Hypericum androsaemum	4.1	17	12	26	26	220	-3	4.4	22	14	29	18	228	11	5.6	39	21	41	27	252	54	6	45	24	45	30	260	69
3584	Isolepis cernua	3.8	13	12	26	26	220	-3	4	16	14	29	18	228	11	4.7	25	21	41	27	252	54	5	28	24	45	30	260	69
3585	Lavandula stoechas	4.2	18	14	4	4	200	-46	4.5	23	16	7	10	228	-23	5.6	39	23	17	25	312	46	6	45	26	21	30	340	69
3586	Briza maxima	4.2	18	14	4	4	200	-46	4.5	23	16	7	10	220	-23	5.6	39	23	17	25	280	46	6	45	26	21	30	300	69
3588	Cedrus libani	6.2	46	12	4	4	165	-51	6.6	56	14	8	6	192	-43	8	89	21	20	11	273	-20	8.5	100	24	24	13	300	-13
3589	Lysimachia tenella	3.2	5	22	40	40	185	-31	3.8	15	29	45	11	193	-17	5.8	45	52	60	20	217	22	6.5	56	60	66	23	225	36
3590	Carum verticillatum	3	3	22	38	38	125	-12	3.4	9	29	43	15	145	-2	4.9	27	52	60	21	205	26	5.4	33	60	66	23	225	36
3591	Sphagnum subnitens	3.2	5	22	40	40	190	1	3.5	9	29	45	17	196	8	4.5	22	52	60	21	214	29	4.9	27	60	66	23	220	36
3592	Cirsium dissectum	3.2	5	22	40	40	190	1	3.5	9	29	45	17	196	8	4.5	22	52	60	21	214	29	4.9	27	60	66	23	220	36
3593	Erica ciliaris	3.2	5	22	21	21	190	1	3.5	9	29	30	17	196	8	4.5	22	52	57	21	214	29	4.9	27	60	66	23	220	36
3594	Narthecium ossifragum	3.2	5	22	40	40	125	-17	3.5	9	29	45	14	144	-6	4.5	22	52	60	20	201	25	4.9	27	60	66	23	220	36
3595	Carex laevigata	3.1	4	18	32	32	140	-31	3.5	10	21	37	13	158	-11	5	28	30	54	25	212	49	5.5	34	33	60	30	230	69
3596	Scutellaria minor	3.1	4	18	32	32	140	-31	3.5	10	21	37	13	158	-11	5	28	30	54	25	212	49	5.5	34	33	60	30	230	69
3597	Peucedanum gallicum	4.2	18	10	4	4	165	-17	4.5	23	13	11	14	176	-6	5.6	39	22	34	20	209	25	6	45	26	42	23	220	36
3598	Crataegus germanica	4.2	18	10	7	7	165	-17	4.5	23	13	11	14	176	-6	5.6	39	22	23	20	209	25	6	45	26	27	23	220	36
