# ART_BERN5_ID	Plant_Name	pH_min	BS_min	CN_min	WI_min	CI_min	VP_min	CWB_min	pH_optmin	BS_optmin	CN_optmin	WI_optmin	CI_optmin	VP_optmin	CWB_optmin	pH_optmax	BS_optmax	CN_optmax	WI_optmax	CI_optmax	VP_optmax	CWB_optmax	pH_max	BS_max	CN_max	WI_max	CI_max	VP_max	CWB_max
714	Hypochaeris glabra	3.1	4	15	4	4	115	-27	3.4	8	18	9	14	136	-7	4.6	23	27	24	26	199	49	5	28	31	30	30	220	69
715	Petrorhagia prolifera	5.5	34	12	5	5	140	-31	5.8	47	14	8	13	156	-11	6.7	86	23	18	25	204	49	7	100	26	22	30	220	69
716	Petrorhagia saxifraga	5.9	37	15	5	5	120	-36	6.2	49	17	8	10	129	-23	7.1	87	23	18	18	156	13	7.5	100	26	22	21	165	26
717	Teucrium botrys	5.9	37	12	5	5	125	-31	6.3	49	14	8	13	144	-11	7.5	87	23	18	25	201	49	8	100	26	22	30	220	69
718	Stachys recta	4.1	17	12	4	4	90	-46	4.9	33	14	7	10	116	-23	7.6	83	23	19	25	194	46	8.5	100	26	23	30	220	69
719	Teucrium chamaedrys	3.3	6	12	4	4	40	-46	4.2	24	15	8	12	84	-17	7	81	27	22	30	216	69	8	100	31	27	36	260	98
720	Galatella linosyris	4.4	21	12	5	5	140	-36	5.2	36	14	8	11	156	-21	7.6	84	23	17	20	204	21	8.5	100	26	21	23	220	36
721	Pseudotsuga menziesii	3.3	6	15	4	4	90	-46	3.7	11	18	16	13	116	-12	4.9	26	29	53	34	194	88	5.4	32	33	66	41	220	122
722	Larix decidua	4	10	15	5	5	65	-17	4.8	28	18	8	17	83	10	7.2	82	27	18	35	137	94	8	100	31	22	41	155	122
725	Robinia pseudoacacia	4	17	8	4	4	160	-46	4.8	33	12	7	8	173	-36	7.2	83	26	19	14	212	-7	8	100	31	23	16	225	2
727	Daphne mezereum	3.8	13	12	6	6	55	-36	4.5	30	15	10	12	82	-16	6.7	82	27	23	24	163	40	7.5	100	31	28	28	190	60
728	Neottia nidus-avis	5.2	30	12	5	5	115	-22	5.6	44	14	8	14	148	-5	7	86	23	19	24	247	43	7.5	100	26	23	28	280	60
729	Epipactis atrorubens	5.7	35	12	4	4	90	-22	6.1	48	14	7	17	110	6	7.5	87	23	19	35	170	93	8	100	26	23	41	190	122
730	Vulpia myuros	4.9	26	15	4	4	140	6	5	28	17	6	19	170	18	5.5	34	23	15	27	260	56	5.7	36	26	18	30	290	69
731	Pulmonaria obscura	4.8	26	12	7	7	115	-46	5.4	40	14	11	10	130	-24	7.3	85	23	23	23	175	38	8	100	26	28	28	190	60
732	Potentilla alba	3.7	12	15	4	4	140	-46	4.3	29	18	7	9	156	-31	6.3	82	27	18	18	204	11	7	100	31	22	21	220	26
733	Betula carpatica	3	3	22	10	10	90	-17	3.3	7	29	20	17	105	10	4.2	19	52	50	35	150	94	4.6	24	60	60	41	165	122
734	Sorbus danubialis	3	3	15	8	8	145	-46	4	22	18	14	9	168	-29	7	80	27	32	19	237	19	8	100	31	38	23	260	36
735	Quercus pubescens	4.1	17	14	2	2	145	-46	4.7	33	17	7	10	178	-23	6.8	83	27	22	25	277	46	7.5	100	31	27	30	310	69
736	Hordelymus europaeus	4	16	12	6	6	115	-22	4.7	32	15	10	14	130	-5	6.8	83	27	23	24	175	43	7.5	100	31	28	28	190	60
737	Lilium martagon	4.3	19	15	6	6	70	-22	5	35	18	10	14	100	-3	7.2	83	27	23	26	190	50	8	100	31	28	30	220	69
738	Campanula trachelium	5.1	29	15	6	6	115	-27	5.6	43	17	10	14	144	-7	7.4	85	23	23	26	231	49	8	100	26	28	30	260	69
739	Asarum europaeum	4.4	21	10	6	6	110	-46	5	36	14	13	12	132	-17	6.8	84	26	34	30	198	69	7.5	100	31	42	36	220	98
740	Actaea spicata	4	16	12	6	6	115	-27	4.6	32	15	10	16	130	2	6.4	83	27	23	34	175	92	7	100	31	28	41	190	122
741	Sanicula europaea	4	16	15	6	6	90	-27	4.8	32	17	10	14	116	-7	7.2	83	23	23	26	194	49	8	100	26	28	30	220	69
742	Cynosurus cristatus	3.2	5	12	6	6	90	-36	4.1	24	16	14	12	124	-15	7	81	28	38	25	226	48	8	100	33	46	30	260	69
743	Galium album	3.3	6	15	4	4	115	-36	4.1	24	17	14	12	136	-15	6.6	81	25	44	25	199	48	7.5	100	28	55	30	220	69
744	Bromus hordeaceus	3.6	11	8	4	4	140	-46	4.4	28	11	12	9	160	-29	7.1	82	22	37	19	220	19	8	100	26	46	23	240	36
745	Carex paniculata	3.1	4	12	38	38	135	-12	3.8	23	16	42	16	151	4	6.2	80	28	55	26	199	52	7	100	33	60	30	215	69
746	Viola hirta	3.2	5	8	4	4	90	-46	4.1	24	12	8	10	134	-23	7	81	26	23	25	266	46	8	100	31	28	30	310	69
747	Bolboschoenus maritimus	5.2	30	10	9	9	65	-46	5.8	44	13	20	13	120	-12	7.8	86	22	54	34	285	88	8.5	100	26	66	41	340	122
748	Juncus gerardii	5.2	30	12	8	8	125	-36	5.6	44	14	18	10	144	-23	7	86	23	49	18	201	13	7.5	100	26	60	21	220	26
749	Glaux maritima	5.2	30	12	8	8	125	-27	5.6	44	14	18	12	138	-16	7	86	23	49	18	177	15	7.5	100	26	60	21	190	26
750	Schoenoplectus tabernaemontani	5.2	30	12	32	32	115	-27	5.9	44	14	38	16	130	2	8.2	86	23	59	34	175	92	9	100	26	66	41	190	122
752	Suaeda maritima	5.2	30	12	32	32	125	-22	5.6	44	14	37	13	141	-12	7	86	23	54	19	189	16	7.5	100	26	60	21	205	26
753	Spergularia marina	5.2	30	12	32	32	125	-22	5.8	44	14	37	13	168	-12	7.8	86	23	54	19	297	16	8.5	100	26	60	21	340	26
754	Spergularia media	5.2	30	12	4	4	125	-22	5.6	44	13	13	13	140	-12	7	86	16	42	19	185	16	7.5	100	18	52	21	200	26
755	Puccinellia maritima	5.2	30	12	32	32	125	-22	5.7	44	14	37	13	142	-12	7.2	86	23	54	19	193	16	7.8	100	26	60	21	210	26
756	Tripolium pannonicum	5.2	30	12	8	8	125	-22	5.6	44	14	18	13	142	-12	7	86	23	49	19	193	16	7.5	100	26	60	21	210	26
757	Plantago maritima	5.2	30	12	8	8	125	-22	5.7	44	14	18	14	154	-6	7.4	86	23	49	23	241	39	8	100	26	60	27	270	55
758	Triglochin maritimum	5.2	30	12	8	8	125	-22	5.7	44	14	18	13	141	-12	7.4	86	23	49	19	189	16	8	100	26	60	21	205	26
759	Juncus ranarius	5.2	30	12	31	31	125	-22	5.5	44	14	36	13	138	-12	6.6	86	23	54	19	177	16	7	100	26	60	21	190	26
760	Puccinellia distans	5.2	30	12	31	31	125	-36	5.6	44	14	36	10	142	-23	7	86	23	54	18	193	13	7.5	100	26	60	21	210	26
761	Primula veris canescens	5.6	34	15	5	5	140	-46	6	47	17	8	10	164	-23	7.5	86	23	19	25	236	46	8	100	26	23	30	260	69
762	Trichophorum cespitosum	3	3	15	50	50	40	-17	3.3	7	24	52	17	70	10	4.5	22	51	58	35	160	94	4.9	27	60	60	41	190	122
763	Willemetia stipitata	3.1	4	15	8	8	40	-17	4	23	24	18	17	60	10	7	80	51	49	35	120	94	8	100	60	60	41	140	122
764	Carex flava	4.1	17	12	14	14	40	-22	4.8	33	16	23	17	65	6	7.2	83	28	50	35	140	93	8	100	33	60	41	165	122
765	Bartsia alpina	4.1	17	15	14	14	40	-22	4.7	33	18	23	17	65	6	6.8	83	29	50	35	140	93	7.5	100	33	60	41	165	122
766	Juncus alpinoarticulatus	4.1	17	12	14	14	40	-22	4.8	33	16	23	17	70	6	7.2	83	28	50	35	160	93	8	100	33	60	41	190	122
768	Carex pulicaris	4.5	23	15	39	39	115	-22	4.9	33	18	44	14	125	-3	6.3	64	29	60	26	155	50	6.8	75	33	66	30	165	69
769	Pinguicula vulgaris	4.3	19	15	14	14	65	-17	4.9	35	18	23	17	86	10	6.8	83	29	50	35	149	94	7.5	100	33	60	41	170	122
770	Drosera rotundifolia	3	3	18	40	40	65	-46	3.3	7	26	45	10	96	-23	4.4	21	51	60	25	189	46	4.8	26	60	66	30	220	69
771	Aneura pinguis	4.5	23	15	42	42	65	-22	5.1	38	18	45	14	90	-3	6.9	84	29	56	26	165	50	7.5	100	33	60	30	190	69
773	Sphagnum subsecundum	3.1	4	15	40	40	65	-36	3.7	13	24	45	12	90	-15	5.7	42	51	60	25	165	48	6.4	52	60	66	30	190	69
775	Typha minima	4.8	26	12	33	33	40	-22	5.4	40	14	38	12	70	-15	7.3	85	23	53	16	160	5	8	100	26	58	18	190	12
776	Aira caryophyllea	3.1	4	15	4	4	140	-22	3.4	8	18	7	14	156	-3	4.3	20	27	18	26	204	50	4.7	25	31	22	30	220	69
777	Euphorbia seguieriana	4	16	12	5	5	115	-46	4.8	32	14	8	7	136	-37	7.2	83	23	19	13	199	-12	8	100	26	23	15	220	-4
778	Micropyrum tenellum	3	3	22	5	5	115	-36	3.5	9	23	8	10	136	-26	5	27	29	17	16	199	2	5.5	34	31	20	18	220	12
779	Bassia laniflora	4.9	27	12	5	5	115	-46	5.5	41	14	10	7	130	-37	7.3	85	23	28	13	175	-12	8	100	26	34	15	190	-4
780	Syntrichia ruralis	4.9	27	12	5	5	40	-46	5.5	41	14	8	13	76	-12	7.3	85	23	19	34	184	88	8	100	26	23	41	220	122
781	Medicago minima	4.9	27	12	4	4	115	-46	5.5	41	14	7	8	160	-32	7.3	85	23	19	17	295	7	8	100	26	23	20	340	21
782	Brachythecium albicans	4.9	27	12	6	6	115	-22	5.5	41	15	12	13	130	-10	7.3	85	27	31	20	175	24	8	100	31	38	23	190	36
783	Oenothera biennis	5.8	36	12	9	9	130	-36	6.2	48	13	15	10	147	-26	7.5	87	18	33	16	198	2	8	100	20	39	18	215	12
784	Atocion rupestre	4.4	21	15	5	5	65	-17	4.6	23	18	8	17	85	10	5.2	29	27	19	35	145	94	5.4	32	31	23	41	165	122
785	Sedum annuum	4.4	21	16	4	4	65	35	4.8	28	19	7	26	85	52	6	49	28	16	37	145	104	6.5	56	31	20	41	165	122
786	Racomitrium canescens	4.2	21	15	4	4	65	-27	4.7	36	18	7	16	85	2	6.4	84	27	16	34	145	92	7	100	31	20	41	165	122
787	Allium lusitanicum	5	28	15	5	5	90	-31	5.5	42	17	8	11	105	-17	7	85	23	19	20	150	22	7.5	100	26	23	23	165	36
788	Draba praecox	5.9	37	12	5	5	115	-31	6.3	49	14	8	11	125	-17	7.5	87	23	18	20	155	22	8	100	26	22	23	165	36
789	Arenaria leptoclados	5.9	37	15	5	5	140	-17	6.3	49	17	7	14	174	-6	7.5	87	23	13	20	276	25	8	100	26	15	23	310	36
790	Peltigera rufescens	3.3	6	12	5	5	120	-22	4.2	24	15	7	14	140	-3	7	81	24	15	26	200	50	8	100	28	18	30	220	69
791	Veronica arvensis	4.9	27	15	4	4	140	-17	5.3	41	17	6	14	145	-6	6.5	85	23	12	20	160	25	7	100	26	15	23	165	36
792	Rhytidium rugosum	4.7	25	12	4	4	90	-46	5.2	40	14	7	10	110	-23	6.9	85	23	19	25	170	46	7.5	100	26	23	30	190	69
793	Hedwigia ciliata	4.4	21	15	5	5	90	-17	4.9	36	17	8	14	105	-6	6.4	84	23	18	20	150	25	7	100	26	22	23	165	36
794	Abietinella abietina	4.8	26	12	5	5	90	-46	5.3	40	14	8	10	116	-23	6.9	85	23	19	25	194	46	7.5	100	26	23	30	220	69
795	Grimmia laevigata	5.9	37	15	4	4	140	-17	6.1	49	17	6	14	145	-6	6.7	87	23	12	20	160	25	7	100	26	15	23	165	36
796	Grimmia pulvinata	5.9	37	15	4	4	140	-17	6.2	49	17	6	14	145	-6	7.1	87	23	12	20	160	25	7.5	100	26	15	23	165	36
797	Tortella inclinata	3.3	6	12	5	5	120	-27	4.2	24	14	7	15	140	-2	7	81	23	16	30	200	73	8	100	26	19	36	220	98
798	Ditrichum flexicaule	6.4	52	12	4	4	120	-22	6.9	61	14	6	14	140	-3	8.4	90	23	15	26	200	50	9	100	26	18	30	220	69
799	Tortella squarrosa	5.7	35	12	5	5	165	-46	5.9	48	14	7	7	176	-38	6.7	87	23	16	12	209	-15	7	100	26	19	14	220	-8
800	Pulsatilla vulgaris	3.6	11	12	4	4	90	-46	4.3	28	15	7	10	116	-23	6.7	82	27	19	25	194	46	7.5	100	31	23	30	220	69
801	Allium sphaerocephalon	5.5	34	12	4	4	140	-36	6	47	14	7	12	156	-15	7.5	86	23	16	25	204	48	8	100	26	19	30	220	69
802	Scabiosa canescens	4.8	26	12	5	5	115	-46	5.4	40	14	8	8	136	-34	7.3	85	23	19	15	199	0	8	100	26	23	18	220	12
804	Gentiana verna	5.4	32	12	4	4	65	-22	5.8	45	15	16	17	85	6	7	86	27	53	35	145	93	7.5	100	31	66	41	165	122
805	Hippocrepis comosa	5	28	12	4	4	40	-36	5.5	42	14	7	13	70	-9	7	85	23	19	30	160	71	7.5	100	26	23	36	190	98
806	Potentilla heptaphylla	4.5	23	12	6	6	115	-46	5.3	38	15	10	10	136	-23	7.7	84	27	22	25	199	46	8.5	100	31	27	30	220	69
807	Ranunculus nemorosus	3.2	5	12	4	4	90	-31	3.9	24	15	8	13	116	-11	6.2	81	27	22	25	194	49	7	100	31	27	30	220	69
808	Buphthalmum salicifolium	5	28	12	4	4	40	-46	5.6	42	14	7	12	76	-17	7.4	85	23	19	30	184	69	8	100	26	23	36	220	98
809	Dactylorhiza sambucina	4.7	25	15	4	4	115	-7	5.1	35	17	7	17	130	8	6.3	65	23	16	26	175	53	6.8	75	26	19	30	190	69
810	Saxifraga granulata	3.3	6	11	5	5	90	-31	4	24	14	9	13	110	-11	6.2	81	23	21	25	170	49	7	100	26	25	30	190	69
812	Helictochloa pratensis	3.2	5	12	4	4	90	-46	3.9	19	15	8	10	110	-23	6	61	27	22	25	170	46	6.8	75	31	27	30	190	69
813	Thesium linophyllon	6.4	52	15	4	4	190	-46	6.7	61	17	9	7	196	-38	7.6	90	23	24	12	214	-15	8	100	26	29	14	220	-8
814	Polygala comosa	4.7	26	15	4	4	115	-7	5.3	40	17	7	17	130	8	7.3	85	23	16	26	175	53	8	100	26	19	30	190	69
815	Genista sagittalis	3.2	5	15	4	4	90	-17	3.9	24	18	8	15	110	0	6.2	81	27	22	26	170	51	7	100	31	27	30	190	69
816	Teucrium scorodonia 	3	3	15	4	4	65	-27	3.6	12	18	7	16	116	2	5.5	42	27	19	34	269	92	6.2	52	31	23	41	320	122
817	Hypochaeris maculata	4.7	25	15	4	4	115	-7	5.1	35	17	7	17	130	8	6.3	65	23	16	26	175	53	6.8	75	26	19	30	190	69
818	Scilla autumnalis	5.2	30	12	4	4	140	-7	5.5	44	14	6	16	156	2	6.6	86	23	15	22	204	31	7	100	26	18	24	220	41
819	Cladonia convoluta	5.5	34	12	4	4	90	-31	6	47	14	6	12	116	-16	7.5	86	23	15	21	194	26	8	100	26	18	24	220	41
820	Galium glaucum	5.5	34	12	4	4	90	-46	6.2	47	15	7	10	116	-23	8.3	86	27	19	25	194	46	9	100	31	23	30	220	69
821	Thalictrum minus	5.5	34	12	4	4	140	-36	6	47	15	7	12	156	-15	7.5	86	27	16	25	204	48	8	100	31	19	30	220	69
822	Bupleurum falcatum	6	38	12	4	4	90	-46	6.5	50	15	7	10	116	-23	8	87	27	19	25	194	46	8.5	100	31	23	30	220	69
823	Thesium bavarum	5	28	12	4	4	90	-22	5.6	42	14	7	14	100	-3	7.4	85	23	18	26	130	50	8	100	26	22	30	140	69
824	Carduus defloratus	5	28	12	4	4	40	-22	5.6	42	14	7	17	65	6	7.4	85	23	18	35	140	93	8	100	26	22	41	165	122
825	Leucanthemum adustum	5.8	36	12	4	4	90	-22	6.2	48	14	7	14	100	-5	7.5	87	23	19	24	130	43	8	100	26	23	28	140	60
826	Anthericum ramosum	5	28	11	4	4	90	-46	5.5	42	15	7	10	116	-23	7	85	27	19	25	194	46	7.5	100	31	23	30	220	69
827	Geranium sanguineum	3.2	5	8	4	4	90	-46	4.1	24	12	7	10	134	-23	7	81	26	19	25	266	46	8	100	31	23	30	310	69
828	Dryas octopetala	6.4	52	20	5	5	65	-17	6.7	61	21	7	17	85	10	7.6	90	24	14	35	145	94	8	100	26	17	41	165	122
829	Silene acaulis	6.1	42	20	4	4	40	-27	6.4	53	21	6	16	58	2	7.6	88	24	14	34	112	92	8	100	26	17	41	130	122
830	Carex firma	6.4	52	20	4	4	40	11	6.8	61	21	6	22	60	33	8	90	24	14	36	120	99	8.5	100	26	17	41	140	122
831	Gentiana clusii	6.4	52	12	4	4	65	-17	6.8	61	14	6	17	85	10	8	90	23	15	35	145	94	8.5	100	26	18	41	165	122
832	Pedicularis rostratocapitata	6.4	52	20	4	4	65	68	6.8	61	21	6	32	77	78	8	90	24	14	38	113	111	8.5	100	26	17	41	125	122
833	Androsace chamaejasme	6.4	52	20	4	4	40	68	6.8	61	21	6	32	57	78	8	90	24	14	38	108	111	8.5	100	26	17	41	125	122
834	Helianthemum alpestre	6.4	52	20	4	4	40	68	6.8	61	21	6	32	57	78	8	90	24	14	38	108	111	8.5	100	26	17	41	125	122
835	Festuca quadriflora	4.9	27	20	4	4	40	11	5.4	41	21	6	22	57	33	6.9	85	24	14	36	108	99	7.5	100	26	17	41	125	122
836	Bistorta vivipara	3.1	4	18	4	4	40	-12	3.8	23	20	8	18	65	14	6.2	80	28	22	35	140	95	7	100	31	27	41	165	122
837	Primula auricula	6.4	52	20	4	4	65	11	6.7	61	21	6	22	80	33	7.6	90	24	14	36	125	99	8	100	26	17	41	140	122
838	Ranunculus alpestris	6.2	45	18	4	4	40	11	6.4	56	19	6	22	58	33	7.2	89	24	14	36	112	99	7.5	100	26	17	41	130	122
839	Hieracium villosum	6.4	52	20	4	4	65	-3	6.8	61	21	6	20	81	22	8	90	24	14	35	129	97	8.5	100	26	17	41	145	122
840	Achillea clavennae	6.4	52	20	4	4	65	11	6.7	61	21	6	22	80	33	7.6	90	24	14	36	125	99	8	100	26	17	41	140	122
841	Anthyllis vulneraria alpestris	6.4	52	12	4	4	40	-17	6.7	61	14	7	17	61	10	7.6	90	23	18	35	124	94	8	100	26	22	41	145	122
842	Phyteuma orbiculare	4.2	18	12	4	4	65	-36	4.9	34	16	10	14	94	-4	7.2	83	28	29	34	181	90	8	100	33	36	41	210	122
843	Galium anisophyllon	4	16	12	4	4	65	-17	4.8	32	14	7	17	81	10	7.2	83	23	18	35	129	94	8	100	26	22	41	145	122
844	Thymus polytrichus	6.4	52	18	4	4	40	11	6.7	61	19	6	22	60	33	7.6	90	24	14	36	120	99	8	100	26	17	41	140	122
845	Gentiana aspera	6.4	52	20	4	4	65	11	6.8	61	21	6	22	80	33	8	90	24	14	36	125	99	8.5	100	26	17	41	140	122
846	Carex sempervirens	3.5	10	12	4	4	65	-22	4.2	28	15	7	17	81	6	6.6	82	27	16	35	129	93	7.4	100	31	20	41	145	122
847	Ranunculus montanus	4	16	12	4	4	40	-17	4.8	32	14	8	17	61	10	7.2	83	23	22	35	124	94	8	100	26	27	41	145	122
848	Campanula scheuchzeri	3	3	12	4	4	40	-17	4	22	15	10	17	65	10	7	80	27	29	35	140	94	8	100	31	36	41	165	122
849	Myosotis alpestris	4.3	19	15	4	4	40	-17	5.1	35	18	6	17	65	10	7.6	83	27	15	35	140	94	8.5	100	31	18	41	165	122
850	Agrostis alpina	4.8	26	18	4	4	40	11	5.3	40	19	6	22	61	33	6.9	85	24	14	36	124	99	7.5	100	26	17	41	145	122
851	Aster bellidiastrum	3.8	13	12	4	4	55	-22	4.6	30	15	14	17	77	6	7.1	82	27	47	35	143	93	8	100	31	58	41	165	122
852	Laserpitium latifolium	5	28	15	4	4	90	-22	5.7	42	17	7	14	116	-3	7.8	85	23	19	26	194	50	8.5	100	26	23	30	220	69
853	Coronilla vaginalis	5	28	8	4	4	40	-17	5.7	42	11	7	16	60	6	7.8	85	22	19	31	120	75	8.5	100	26	23	36	140	98
854	Carex ferruginea	4	16	12	5	5	40	-17	4.8	32	15	7	17	61	10	7.2	83	27	16	35	124	94	8	100	31	19	41	145	122
855	Phleum hirsutum	5	28	12	8	8	90	-17	5.5	42	14	14	17	101	10	7	85	23	32	35	134	94	7.5	100	26	38	41	145	122
856	Pulsatilla alpina	6	38	12	8	8	90	-17	6.4	50	14	14	17	101	10	7.6	87	23	32	35	134	94	8	100	26	38	41	145	122
857	Festuca violacea	6.4	52	12	4	4	40	-17	6.6	61	14	6	17	61	10	7.2	90	23	14	35	124	94	7.4	100	26	17	41	145	122
858	Festuca pulchella	5.2	30	12	8	8	90	-17	5.6	44	14	14	17	101	10	7	86	23	32	35	134	94	7.5	100	26	38	41	145	122
859	Viburnum lantana	3.7	12	12	4	4	110	-46	4.5	29	15	10	12	140	-17	7.1	82	27	31	30	230	69	8	100	31	38	36	260	98
860	Ligustrum vulgare	5	28	12	4	4	115	-46	5.6	42	15	8	10	144	-23	7.4	85	27	22	25	231	46	8	100	31	27	30	260	69
861	Knautia dipsacifolia	5.7	35	12	5	5	90	-17	5.9	48	14	8	17	101	10	6.7	87	23	18	35	134	94	7	100	26	22	41	145	122
862	Helianthemum grandiflorum	6.4	52	18	4	4	40	-3	6.7	61	19	7	19	61	17	7.6	90	24	18	31	124	77	8	100	26	22	36	145	98
863	Scabiosa lucida	6	38	18	4	4	40	-3	6.4	50	19	6	19	61	17	7.6	87	24	14	31	124	77	8	100	26	17	36	145	98
864	Silene vulgaris prostrata	3.2	5	12	4	4	65	-22	4	24	15	6	17	96	6	6.6	81	27	15	35	189	93	7.5	100	31	18	41	220	122
865	Salix waldsteiniana	5.8	36	18	8	8	55	68	6.2	48	20	14	32	62	78	7.5	87	28	32	38	83	111	8	100	31	38	41	90	122
867	Centaurea montana	4.8	26	15	4	4	70	-22	5.3	40	18	8	14	94	-3	6.9	85	27	23	26	166	50	7.5	100	31	28	30	190	69
868	Tofieldia calyculata	6	38	18	8	8	40	-22	6.4	50	20	18	17	65	6	7.6	87	28	49	35	140	93	8	100	31	60	41	165	122
869	Gentiana lutea	3.1	4	12	4	4	65	-36	4	23	16	8	14	96	-4	7	80	28	22	34	189	90	8	100	33	27	41	220	122
870	Hypochaeris uniflora	3.1	4	20	4	4	90	-7	3.7	11	22	7	19	105	18	5.5	34	28	18	35	150	96	6.1	42	31	22	41	165	122
871	Euphrasia minima	3.1	4	21	4	4	90	-12	3.4	8	23	7	18	97	14	4.6	23	29	16	35	118	95	5	28	31	19	41	125	122
872	Agrostis rupestris	3.1	4	18	4	4	90	-17	3.4	8	21	7	17	99	10	4.3	20	30	19	35	126	94	4.6	24	33	23	41	135	122
873	Helictochloa versicolor	3.1	4	20	4	4	40	-22	3.4	8	22	8	17	57	6	4.4	21	28	22	35	108	93	4.8	26	31	27	41	125	122
874	Campanula barbata	3.1	4	22	4	4	90	11	3.3	6	23	7	22	97	33	3.9	15	29	16	36	118	99	4.2	18	31	19	41	125	122
875	Gentiana acaulis	3.1	4	20	4	4	90	-31	3.4	8	24	7	15	110	0	4.4	21	36	16	34	170	91	4.8	26	40	20	41	190	122
876	Gentiana punctata	3.1	4	22	4	4	65	11	3.4	8	23	7	22	81	33	4.4	21	29	17	36	129	99	4.8	26	31	21	41	145	122
877	Plantago alpina	3.1	4	22	4	4	90	-12	3.7	11	23	8	18	101	14	5.5	34	29	20	35	134	95	6.1	42	31	24	41	145	122
878	Geum montanum	3.1	4	22	4	4	65	-7	3.4	8	23	7	19	85	18	4.4	21	29	17	35	145	96	4.8	26	31	21	41	165	122
879	Pseudorchis albida	3.1	4	20	4	4	65	-7	3.7	11	22	7	19	85	18	5.5	34	28	18	35	145	96	6.1	42	31	22	41	165	122
880	Solidago virgaurea minuta	3.1	4	22	4	4	65	-3	3.7	11	23	7	20	81	22	5.5	34	29	17	35	129	97	6.1	42	31	21	41	145	122
881	Scorzoneroides helvetica	3.1	4	20	4	4	65	-31	3.5	9	24	7	15	90	0	4.7	24	36	16	34	165	91	5.2	30	40	20	41	190	122
882	Gnaphalium norvegicum	3.1	4	22	4	4	90	11	3.7	11	23	7	22	97	33	5.5	34	29	16	36	118	99	6.1	42	31	19	41	125	122
883	Luzula sudetica	3.1	4	20	4	4	90	-7	3.5	9	22	7	19	105	18	4.9	26	28	18	35	150	96	5.4	32	31	22	41	165	122
884	Hieracium alpinum	3.1	4	20	4	4	40	-3	3.3	7	22	7	20	59	22	4.2	17	28	16	35	116	97	4.5	21	31	19	41	135	122
885	Dactylorhiza viridis	3.1	4	22	4	4	90	11	3.7	11	23	9	22	97	33	5.5	34	29	26	36	118	99	6.1	42	31	32	41	125	122
886	Crataegus laevigata	4	16	8	4	4	115	-46	4.7	32	12	9	10	144	-23	6.8	83	26	26	25	231	46	7.5	100	31	32	30	260	69
887	Ajuga pyramidalis	3	3	22	4	4	65	20	3.2	6	23	7	24	81	40	3.9	15	29	17	36	129	101	4.2	18	31	21	41	145	122
888	Hieracium lactucella	3.2	5	15	4	4	65	-36	3.6	10	18	16	12	90	-15	4.8	25	29	53	25	165	48	5.3	31	33	66	30	190	69
889	Viola mirabilis	5.7	35	15	4	4	140	-46	6.1	48	17	6	9	156	-29	7.5	87	23	14	19	204	19	8	100	26	17	23	220	36
891	Sesleria caerulea	4.5	23	15	4	4	40	-17	5.3	38	18	12	17	70	10	7.7	84	28	36	35	160	94	8.5	100	32	45	41	190	122
892	Knautia sendtneri	4	16	15	4	4	65	-12	4.6	32	17	12	18	85	14	6.4	83	25	36	35	145	95	7	100	28	45	41	165	122
893	Valeriana stolonifera angustifolia	5.2	30	15	5	5	120	-7	5.6	44	16	8	16	124	2	7	86	20	19	22	136	31	7.5	100	22	23	24	140	41
894	Noccaea montana	6.4	52	15	4	4	105	-46	6.8	61	17	7	10	128	-23	8	90	23	19	25	197	46	8.5	100	26	23	30	220	69
895	Rosa vosagiaca	4.8	26	15	5	5	120	-17	5.2	40	17	8	15	140	0	6.5	85	23	19	26	200	51	7	100	26	23	30	220	69
896	Bupleurum longifolium	5.7	35	15	5	5	120	-41	6.3	48	17	9	10	137	-24	8.3	87	23	23	20	188	24	9	100	26	28	24	205	41
897	Silene vulgaris	4.6	24	15	5	5	115	-46	5.1	39	17	8	9	136	-28	6.9	84	23	19	20	199	23	7.5	100	26	23	24	220	41
898	Salvia glutinosa	4.4	21	10	6	6	110	-36	5	36	14	13	13	132	-9	6.8	84	26	34	30	198	71	7.5	100	31	42	36	220	98
899	Ctenidium molluscum	4	16	8	5	5	65	-36	4.8	32	11	8	14	87	-4	7.2	83	22	19	34	153	90	8	100	26	23	41	175	122
900	Agrostis vinealis	3.6	11	18	4	4	165	-22	3.9	15	20	7	14	176	-3	5.1	29	28	16	26	209	50	5.5	34	31	20	30	220	69
901	Carex limosa	3.1	4	15	38	38	115	-36	3.4	8	24	43	12	130	-15	4.4	21	51	60	25	175	48	4.8	26	60	66	30	190	69
902	Triglochin palustre	4.1	17	12	36	36	40	-22	4.8	33	16	40	14	73	-3	7.2	83	28	55	26	172	50	8	100	33	60	30	205	69
903	Carex myosuroides	3.8	13	20	4	4	40	-27	4.6	30	21	6	16	61	2	7.1	82	24	15	34	124	92	8	100	26	18	41	145	122
904	Carex atrata	4.5	23	20	4	4	40	11	5	38	21	6	22	54	33	6.5	84	24	14	36	96	99	7	100	26	17	41	110	122
905	Oxytropis jacquinii	6.4	52	20	4	4	40	68	6.8	61	21	6	32	45	78	8	90	24	14	38	60	111	8.5	100	26	17	41	65	122
906	Carex capillaris	6.4	52	20	4	4	40	11	6.7	61	21	6	22	45	33	7.6	90	24	14	36	60	99	8	100	26	17	41	65	122
