GesID	SoilRef_ID	Legend_engl
2412	397	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2412	2090904	Cambic Podzols from NON-CONSOLIDATED CLAYEY MATERIALS
2413	666	Soils of different altitudes of the alps from limestone and dolomite (e.g. Rendzic Leptosols / Calcaric Cambisols), and non-calcareous silicate rocks (e.g. Umbric Leptosols / Spodic Cambisols / Stagnic Gleysols)
2413	671	Lithic Leptosols of the higher altitude zones of the alps
2413	2080304	Luvic Calcisols from CARBONATE ROCKS
2414	665	Soils of different altitudes of the alps from limestone and dolomite (e.g. Rendzic Leptosols / Calcaric Cambisols), and non-calcareous silicate rocks (e.g. Umbric Leptosols / Spodic Cambisols / Stagnic Gleysols)
2414	2000714	Rendzic Leptosols from Pure Limestone
2415	108	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
2415	235	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
2415	279	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2415	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2415	348	Andic cambisols from tuffs rich in bases
2415	2091304	Eutric Cambisols from NON-CONSOLIDATED LOAMY MATERIALS
2416	404	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
2416	632	Dystric Histosols
2416	2080204	Cambic Podzols from NON-CONSOLIDATED CLAYEY MATERIALS
2416	2080404	Cambic Podzols from NON-CONSOLIDATED CLAYEY MATERIALS
2416	2080604	Dystric Cambisols from VOLCANIC ROCKS
2416	2080904	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2417	404	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
2417	632	Dystric Histosols
2417	2080604	Dystric Cambisols from VOLCANIC ROCKS
2417	2080904	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2418	353	"	Dystric Cambisols from acid igneous and metamorphic rocks"
2418	362	Spodic Cambisols from acid igneous and metamorphic rocks
2418	386	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2418	392	Dystric Cambisols from loess-bearing sediments overlying sandstone and quartzite
2418	397	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2418	404	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
2418	2001614	Cambic Podzols from Amphibole Schist
2418	2080504	Dystric Cambisols from VOLCANIC ROCKS
2418	2080804	Haplic Luvisols from NON-CONSOLIDATED LOAMY MATERIALS
2418	2081004	Dystric Cambisols from CARBONATE ROCKS
2419	353	"	Dystric Cambisols from acid igneous and metamorphic rocks"
2419	362	Spodic Cambisols from acid igneous and metamorphic rocks
2419	386	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2419	392	Dystric Cambisols from loess-bearing sediments overlying sandstone and quartzite
2419	397	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2419	404	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
2419	2080804	Haplic Luvisols from NON-CONSOLIDATED LOAMY MATERIALS
2420	108	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
2420	154	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
2420	658	Eutric Cambisols from marlstone and calcareous gravels
2420	2091604	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2421	107	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
2421	332	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2421	2092104	Dystric Cambisols from CARBONATE ROCKS
2422	174	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2422	666	Soils of different altitudes of the alps from limestone and dolomite (e.g. Rendzic Leptosols / Calcaric Cambisols), and non-calcareous silicate rocks (e.g. Umbric Leptosols / Spodic Cambisols / Stagnic Gleysols)
2422	672	Lithic Leptosols of the higher altitude zones of the alps
2422	2000714	Rendzic Leptosols from Pure Limestone
2422	2001514	Chromic Cambisols from Pure Limestone
2422	2001814	Rendzic Leptosols from Pure Limestone
2422	2090404	 Eutric Leptosol from CARBONATE ROCKS
2422	2091604	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2422	2216124	Gleyic Cambisols from Paragneiss
2423	179	Eutric Cambisols from marlstone and calcareous gravels
2423	185	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2423	243	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
2423	338	Eutric Cambisols from marlstone and calcareous gravels
2423	386	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2423	602	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
2423	653	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from calcareous loamy to sandy till
2423	2001705	Haplic Podzols
2423	2080804	Haplic Luvisols from NON-CONSOLIDATED LOAMY MATERIALS
2424	320	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2424	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2424	331	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2424	666	Soils of different altitudes of the alps from limestone and dolomite (e.g. Rendzic Leptosols / Calcaric Cambisols), and non-calcareous silicate rocks (e.g. Umbric Leptosols / Spodic Cambisols / Stagnic Gleysols)
2424	2090404	 Eutric Leptosol from CARBONATE ROCKS
2425	665	Soils of different altitudes of the alps from limestone and dolomite (e.g. Rendzic Leptosols / Calcaric Cambisols), and non-calcareous silicate rocks (e.g. Umbric Leptosols / Spodic Cambisols / Stagnic Gleysols)
2425	671	Lithic Leptosols of the higher altitude zones of the alps
2425	2090404	 Eutric Leptosol from CARBONATE ROCKS
2425	2091604	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2426	595	Spodic Cambisols from acid igneous and metamorphic rocks
2426	2001314	Dystric Cambisols from Clay Loam
2426	2001414	Dystric Cambisols from Micaschist
2426	2001614	Cambic Podzols from Amphibole Schist
2426	2001914	Cambic Podzols from Amphibole Schist
2427	670	Lithic Leptosols of the higher altitude zones of the alps
2427	672	Lithic Leptosols of the higher altitude zones of the alps
2427	2001814	Rendzic Leptosols from Pure Limestone
2427	2091604	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2428	49	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2428	105	Dystric Podzoluvisols / Luvic Arenosols / Dystric Cambisols from sandy sediments overlying boulder clay
2428	213	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2428	237	Dystric Cambisols from sandy river-terrace deposits
2428	559	Haplic Luvisols / Eutric Podzoluvisols / Eutric Cambisols from sandy loess overlying sand or loam
2428	636	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2428	640	Fluvisols / Gleysols from sandy to loamy fluviatile sediments
2428	647	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
2428	2010123	Eutric Gleysols
2429	666	Soils of different altitudes of the alps from limestone and dolomite (e.g. Rendzic Leptosols / Calcaric Cambisols), and non-calcareous silicate rocks (e.g. Umbric Leptosols / Spodic Cambisols / Stagnic Gleysols)
2429	2000420	Haplic Podzols
2429	2001814	Rendzic Leptosols from Pure Limestone
2429	2080804	Haplic Luvisols from NON-CONSOLIDATED LOAMY MATERIALS
2430	69	Dystric Cambisols from sandy river-terrace deposits
2430	139	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
2430	184	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2430	391	Dystric Cambisols from loess-bearing sediments overlying sandstone and quartzite
2430	403	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
2430	2070504	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2430	2070704	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2431	279	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2431	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2431	2030604	Haplic Calcisols from CARBONATE ROCKS
2432	233	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
2432	287	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
2432	601	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
2432	2070404	Dystric Cambisols from VOLCANIC ROCKS
2433	223	Calcaric Regosols / Calcaric Fluvisols from calcareous sandy to loamy sediments of river terraces
2433	279	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2433	287	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
2433	319	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2433	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2433	2000920	Haplic Calcisols
2434	223	Calcaric Regosols / Calcaric Fluvisols from calcareous sandy to loamy sediments of river terraces
2434	279	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2434	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2434	331	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2434	2000920	Haplic Calcisols
2434	2001420	Calcaric Phaeozems
2434	2001605	Eutric Cambisols
2434	2005401	 Calcaric Cambisol from Pure Limestone
2435	223	Calcaric Regosols / Calcaric Fluvisols from calcareous sandy to loamy sediments of river terraces
2435	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2435	331	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2435	2000920	Haplic Calcisols
2435	2001420	Calcaric Phaeozems
2435	2005401	 Calcaric Cambisol from Pure Limestone
2436	223	Calcaric Regosols / Calcaric Fluvisols from calcareous sandy to loamy sediments of river terraces
2436	279	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2436	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2436	331	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2436	2000920	Haplic Calcisols
2436	2001420	Calcaric Phaeozems
2436	2005401	 Calcaric Cambisol from Pure Limestone
2437	233	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
2437	287	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
2437	319	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2437	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2437	657	Eutric Cambisols from marlstone and calcareous gravels
2437	2080304	Luvic Calcisols from CARBONATE ROCKS
2438	238	Dystric Cambisols from sandy river-terrace deposits
2438	385	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2438	391	Dystric Cambisols from loess-bearing sediments overlying sandstone and quartzite
2438	2000114	Dystric Cambisols from GNEISS
2438	2001314	Dystric Cambisols from Clay Loam
2439	666	Soils of different altitudes of the alps from limestone and dolomite (e.g. Rendzic Leptosols / Calcaric Cambisols), and non-calcareous silicate rocks (e.g. Umbric Leptosols / Spodic Cambisols / Stagnic Gleysols)
2439	671	Lithic Leptosols of the higher altitude zones of the alps
2439	2000714	Rendzic Leptosols from Pure Limestone
2439	2001814	Rendzic Leptosols from Pure Limestone
2439	2004711	Haplic Arenosols from Conglomerate
2439	2090404	 Eutric Leptosol from CARBONATE ROCKS
2440	666	Soils of different altitudes of the alps from limestone and dolomite (e.g. Rendzic Leptosols / Calcaric Cambisols), and non-calcareous silicate rocks (e.g. Umbric Leptosols / Spodic Cambisols / Stagnic Gleysols)
2440	674	Lithic Leptosols of the higher altitude zones of the alps
2440	2000714	Rendzic Leptosols from Pure Limestone
2440	2001814	Rendzic Leptosols from Pure Limestone
2440	2090404	 Eutric Leptosol from CARBONATE ROCKS
2441	666	Soils of different altitudes of the alps from limestone and dolomite (e.g. Rendzic Leptosols / Calcaric Cambisols), and non-calcareous silicate rocks (e.g. Umbric Leptosols / Spodic Cambisols / Stagnic Gleysols)
2441	672	Lithic Leptosols of the higher altitude zones of the alps
2441	2001814	Rendzic Leptosols from Pure Limestone
2442	666	Soils of different altitudes of the alps from limestone and dolomite (e.g. Rendzic Leptosols / Calcaric Cambisols), and non-calcareous silicate rocks (e.g. Umbric Leptosols / Spodic Cambisols / Stagnic Gleysols)
2442	672	Lithic Leptosols of the higher altitude zones of the alps
2442	2001814	Rendzic Leptosols from Pure Limestone
2444	666	Soils of different altitudes of the alps from limestone and dolomite (e.g. Rendzic Leptosols / Calcaric Cambisols), and non-calcareous silicate rocks (e.g. Umbric Leptosols / Spodic Cambisols / Stagnic Gleysols)
2444	671	Lithic Leptosols of the higher altitude zones of the alps
2444	2001814	Rendzic Leptosols from Pure Limestone
2444	2090404	 Eutric Leptosol from CARBONATE ROCKS
2445	580	Eutric Cambisols from basic and intermediate igneous rocks
2445	657	Eutric Cambisols from marlstone and calcareous gravels
2445	2000714	Rendzic Leptosols from Pure Limestone
2445	2001514	Chromic Cambisols from Pure Limestone
2445	2001620	Eutric Cambisols
2446	580	Eutric Cambisols from basic and intermediate igneous rocks
2446	2000320	Rendzic Leptosols
2446	2000714	Rendzic Leptosols from Pure Limestone
2446	2001120	Rendzic Leptosols
2446	2001714	Haplic Arenosols from Micaschist
2446	2001814	Rendzic Leptosols from Pure Limestone
2461	326	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2461	333	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2461	2000320	Rendzic Leptosols
2461	2001120	Rendzic Leptosols
2461	2001514	Chromic Cambisols from Pure Limestone
2461	2080304	Luvic Calcisols from CARBONATE ROCKS
2462	326	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2462	333	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2462	2000320	Rendzic Leptosols
2462	2001120	Rendzic Leptosols
2462	2001514	Chromic Cambisols from Pure Limestone
2463	321	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2463	326	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2463	333	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2464	326	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2464	333	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2464	2000320	Rendzic Leptosols
2464	2001120	Rendzic Leptosols
2464	2001514	Chromic Cambisols from Pure Limestone
2465	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2465	2001114	Eutric Cambisols from Sandstones
2465	2001120	Rendzic Leptosols
2470	87	Stagnic Gleysols from boulder clay with a loamy to sandy cover
2470	256	Stagnic Gleysols from boulder clay with a loamy to sandy cover
2470	2060704	Eutric Gleysols from VOLCANIC ROCKS
2470	2092204	Gleyic Cambisols
2471	326	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2471	530	Haplic Chernozems / Eutric Cambisols from loess alternating with Rendzic Leptosols from marlstone and limestone
2471	541	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
2471	2091604	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2473	326	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2473	530	Haplic Chernozems / Eutric Cambisols from loess alternating with Rendzic Leptosols from marlstone and limestone
2473	541	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
2473	2091604	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2474	107	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
2474	154	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
2474	178	Eutric Cambisols from marlstone and calcareous gravels
2474	309	Eutric Cambisols / Stagnic Gleysols from loessic loam with fragments of basalt
2474	342	Eutric Cambisols from basic and intermediate igneous rocks
2474	380	Spodic Cambisols from hard argillaceous and silty slates, greywacke, and phyllite
2474	653	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from calcareous loamy to sandy till
2474	2000414	Cambic Podzols from Micaschist
2474	2080804	Haplic Luvisols from NON-CONSOLIDATED LOAMY MATERIALS
2474	2091504	Haplic Alisols from NON-CONSOLIDATED LOAMY MATERIALS
2475	64	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
2475	161	Haplic Luvisols / Eutric Podzoluvisols / Eutric Cambisols from sandy loess overlying sand or loam
2475	233	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
2475	380	Spodic Cambisols from hard argillaceous and silty slates, greywacke, and phyllite
2475	2080804	Haplic Luvisols from NON-CONSOLIDATED LOAMY MATERIALS
2475	2091504	Haplic Alisols from NON-CONSOLIDATED LOAMY MATERIALS
2477	64	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
2477	161	Haplic Luvisols / Eutric Podzoluvisols / Eutric Cambisols from sandy loess overlying sand or loam
2477	233	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
2477	380	Spodic Cambisols from hard argillaceous and silty slates, greywacke, and phyllite
2477	2001005	Humic Cambisols
2477	2080804	Haplic Luvisols from NON-CONSOLIDATED LOAMY MATERIALS
2477	2091504	Haplic Alisols from NON-CONSOLIDATED LOAMY MATERIALS
2478	108	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
2478	154	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
2478	658	Eutric Cambisols from marlstone and calcareous gravels
2478	2091604	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2501	4	Dystric Regosols from sand dunes
2501	148	Dystric Regosols from dry dystrophic sand deposits
2501	524	Dystric Regosols from dry dystrophic sand deposits
2501	2017503	Haplic Arenosols
2501	2208503	Haplic Arenosols
2502	147	Dystric Regosols from dry dystrophic sand deposits
2502	218	Fluvisols / Gleysols from rapidly alternating sandy to clayey fluviatile sediments
2502	242	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
2502	270	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
2502	273	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
2502	352	"	Dystric Cambisols from acid igneous and metamorphic rocks"
2502	358	Dystric Cambisols / Stagnic Gleysols from weathered metamorphic rocks, sand-stone, quartzite, and acid to intermediate igneous rocks
2502	361	Spodic Cambisols from acid igneous and metamorphic rocks
2502	385	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2502	391	Dystric Cambisols from loess-bearing sediments overlying sandstone and quartzite
2502	396	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2502	2650713	Dystric Regosols
2510	468	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Luvisols from boulder clay
2510	545	Stagnic Gleysols from loess or loessic loam overlying various rocks
2510	2060204	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2510	2090604	Haplic Alisols from CARBONATE ROCKS
2510	2120304	Ferric Podzols from NON-CONSOLIDATED SANDY MATERIALS
2511	96	Spodic Luvisols / Spodic Podzoluvisols from sandy sediments overlying boulder clay
2511	247	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from Tertiary loess-bearing sediments
2511	403	Stagnic and Spodic Gleysols from loamy and gritty cover sediments mixed with loess overlying sandstone and quartzite
2512	75	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
2512	132	Eutric Cambisols / Luvic Arenosols from eutrophic sand deposits
2512	397	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2512	2003617	Haplic Arenosols from Sandy Till
2512	2003717	Haplic Arenosols from Sandy Till
2512	2004017	Cambic Arenosols from Sandy Till
2512	2006417	Haplic Arenosols from Sandy Till
2512	2006517	Haplic Arenosols from Sandy Till
2512	2009017	Cambic Arenosols from Sandy Till
2512	2009517	Haplic Arenosols from Cover Sands
2512	2130304	Dystric Cambisols from NON-CONSOLIDATED LOAMY MATERIALS
2513	75	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
2513	132	Eutric Cambisols / Luvic Arenosols from eutrophic sand deposits
2513	397	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2513	2130304	Dystric Cambisols from NON-CONSOLIDATED LOAMY MATERIALS
2601	279	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2601	531	Haplic Chernozems / Eutric Cambisols from loess alternating with Rendzic Leptosols from marlstone and limestone
2601	2000714	Rendzic Leptosols from Pure Limestone
2601	2000920	Haplic Calcisols
2601	2001420	Calcaric Phaeozems
2602	279	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2602	531	Haplic Chernozems / Eutric Cambisols from loess alternating with Rendzic Leptosols from marlstone and limestone
2602	2000121	 Eutric Leptosol from Rhyolite
2602	2000621	Cambic Arenosols from Calcareous Sandy Deposits
2602	2000714	Rendzic Leptosols from Pure Limestone
2602	2000920	Haplic Calcisols
2602	2001420	Calcaric Phaeozems
2603	279	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2603	531	Haplic Chernozems / Eutric Cambisols from loess alternating with Rendzic Leptosols from marlstone and limestone
2603	2000121	 Eutric Leptosol from Rhyolite
2603	2000621	Cambic Arenosols from Calcareous Sandy Deposits
2603	2000714	Rendzic Leptosols from Pure Limestone
2603	2000920	Haplic Calcisols
2603	2001420	Calcaric Phaeozems
2604	279	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2604	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2604	493	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
2604	2000121	 Eutric Leptosol from Rhyolite
2604	2000920	Haplic Calcisols
2605	278	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2605	2000920	Haplic Calcisols
2605	2001421	Eutric Cambisols from Clay Loam
2606	279	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2606	2000121	 Eutric Leptosol from Rhyolite
2606	2000621	Cambic Arenosols from Calcareous Sandy Deposits
2606	2000714	Rendzic Leptosols from Pure Limestone
2606	2000920	Haplic Calcisols
2606	2001420	Calcaric Phaeozems
2607	279	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2607	2000121	 Eutric Leptosol from Rhyolite
2607	2000621	Cambic Arenosols from Calcareous Sandy Deposits
2607	2000714	Rendzic Leptosols from Pure Limestone
2607	2000920	Haplic Calcisols
2607	2001420	Calcaric Phaeozems
2608	279	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2608	531	Haplic Chernozems / Eutric Cambisols from loess alternating with Rendzic Leptosols from marlstone and limestone
2608	2000121	 Eutric Leptosol from Rhyolite
2608	2000714	Rendzic Leptosols from Pure Limestone
2608	2000920	Haplic Calcisols
2608	2001420	Calcaric Phaeozems
2609	326	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2609	580	Eutric Cambisols from basic and intermediate igneous rocks
2609	2000121	 Eutric Leptosol from Rhyolite
2609	2000920	Haplic Calcisols
2609	2001420	Calcaric Phaeozems
2609	2001514	Chromic Cambisols from Pure Limestone
2609	2001721	Haplic Luvisols from Clay Loam
2610	224	Calcaric Regosols / Calcaric Fluvisols from calcareous sandy to loamy sediments of river terraces
2610	326	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2610	2000121	 Eutric Leptosol from Rhyolite
2610	2000621	Cambic Arenosols from Calcareous Sandy Deposits
2610	2000920	Haplic Calcisols
2610	2001420	Calcaric Phaeozems
2610	2217124	Calcaric Fluvisols
2613	165	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
2613	254	Stagnic Gleysols from boulder clay with a loamy to sandy cover
2613	540	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
2613	2001421	Eutric Cambisols from Clay Loam
2613	2001621	Haplic Luvisols from ALLUVIAL AND GLACIOFLUVIAL CLAYS
2613	2010123	Eutric Gleysols
2613	2010223	Dystric Planosols
2613	2217124	Calcaric Fluvisols
2614	206	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2614	468	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Luvisols from boulder clay
2614	570	Rendzic Leptosols from slope deposits over limestone, marlstone, and dolomite alternating with Chromic Cambisols and Chromic Luvisols from silty and clayey material derived from limestone weathering
2614	2001421	Eutric Cambisols from Clay Loam
2614	2001621	Haplic Luvisols from ALLUVIAL AND GLACIOFLUVIAL CLAYS
2614	2010123	Eutric Gleysols
2614	2020118	Gleyic Luvisols from EOLIAN LOAMS
2614	2020818	Gleyic Luvisols
2614	2217124	Calcaric Fluvisols
2614	2236124	Gleyic Cambisols
2615	120	Stagnic and Spodic Gleysols from sandy deposits overlying boulder clay
2615	161	Haplic Luvisols / Eutric Podzoluvisols / Eutric Cambisols from sandy loess overlying sand or loam
2615	165	Stagnic Gleysols / Eutric Cambisols / Haplic Luvisols from loess or loessic loam
2615	206	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2615	2013017	Dystric Cambisols
2615	2013317	Eutric Cambisols
2615	2091004	Mollic Fluvisols from CARBONATE ROCKS
2615	2140604	Eutric Gleysols from NON-CONSOLIDATED LOAMY MATERIALS
2615	2217124	Calcaric Fluvisols
2616	473	Luvic Chernozems / Haplic Luvisols from boulder clay or glacial-lake sediments
2616	2001421	Eutric Cambisols from Clay Loam
2616	2001621	Haplic Luvisols from ALLUVIAL AND GLACIOFLUVIAL CLAYS
2616	2020718	Dystric Leptosols
2617	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2617	2000920	Haplic Calcisols
2617	2001420	Calcaric Phaeozems
2617	2020218	Eutric Cambisols from Andesite
2617	2020518	Calcaric Phaeozems from Calcareous Alluvial Sands
2617	2030604	Haplic Calcisols from CARBONATE ROCKS
2618	233	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
2618	493	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
2618	2000214	Stagnic Alisols from Loess
2618	2001621	Haplic Luvisols from ALLUVIAL AND GLACIOFLUVIAL CLAYS
2618	2020418	Eutric Cambisols from Andesite
2619	289	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
